voltage;INa, Ito, ICaL, IKr;IKs, IK1, INaCa, INaK;INab, ICab, IKb, IpCa;INalate,NA,NA,NA
;-66.91790008544922;-0.0044330102391541,0.0013317697448655963,-0.00001287232316826703,0.4096248745918274;0.004960741847753525,0.6260181665420532,-0.12279119342565536,0.10797372460365295;-0.013760006986558437,-0.014935578219592571,0.0007270616479218006,0.00014273141277953982;-0.0020031454041600227,0,0,0
;-67.01740264892578;-0.004400233738124371,0.001318055670708418,-0.00001260572207684163,0.40772709250450134;0.004895653109997511,0.6291284561157227,-0.12276342511177063,0.10791010409593582;-0.013776127249002457,-0.014957044273614883,0.0007197060040198267,0.0001427031820639968;-0.0019659404642879963,0,0,0
;-67.11701965332031;-0.0043680137023329735,0.0013044205261394382,-0.000012344290553301107,0.4058249592781067;0.004830889869481325,0.6322388052940369,-0.12273571640253067,0.10784640908241272;-0.013792276382446289,-0.014978534542024136,0.00071239989483729,0.000142674965900369;-0.001929373713210225,0,0,0
;-67.21673583984375;-0.004336338024586439,0.0012908647768199444,-0.000012087932191207074,0.4039188027381897;0.004766461905092001,0.6353479623794556,-0.12270800024271011,0.107782743871212;-0.013808445073664188,-0.015000049956142902,0.0007051434949971735,0.00014264674973674119;-0.0018934357212856412,0,0,0
;-67.31655883789062;-0.004305195529013872,0.0012773891212418675,-0.000011836561498057563,0.40200838446617126;0.004702364094555378,0.6384561061859131,-0.12268014252185822,0.10771900415420532;-0.013824636116623878,-0.015021594241261482,0.0006979368627071381,0.00014261856267694384;-0.001858117408119142,0,0,0
;-67.41649627685547;-0.004274575039744377,0.001263992628082633,-0.000011590089343371801,0.40009361505508423;0.004638595040887594,0.6415627002716064,-0.12265226244926453,0.10765525698661804;-0.013840852305293083,-0.015043164603412151,0.0006907784263603389,0.0001425903756171465;-0.0018234088784083724,0,0,0
;-67.51652526855469;-0.004244467243552208,0.0012506770435720682,-0.000011348426596669015,0.3981749415397644;0.004575167316943407,0.6446669101715088,-0.12262451648712158,0.10759148746728897;-0.013857091777026653,-0.015064758248627186,0.0006836704560555518,0.00014256220310926437;-0.0017893025651574135,0,0,0
;-67.61666870117188;-0.004214860964566469,0.0012374412035569549,-0.000011111490493931342,0.3962518870830536;0.004512065555900335,0.6477689146995544,-0.12259670346975327,0.10752768069505692;-0.01387335266917944,-0.01508637797087431,0.0006766104488633573,0.00014253403060138226;-0.0017557888058945537,0,0,0
;-67.7169189453125;-0.0041857450269162655,0.001224285690113902,-0.000010879196452151518,0.39432477951049805;0.004449296277016401,0.6508679986000061,-0.12256869673728943,0.1074637621641159;-0.01388963870704174,-0.015108026564121246,0.0006695992196910083,0.0001425058871973306;-0.0017228586366400123,0,0,0
;-67.81726837158203;-0.0041571082547307014,0.0012112112017348409,-0.000010651458069332875,0.39239367842674255;0.0043868632055819035,0.653963565826416,-0.1225409060716629,0.10739991068840027;-0.013905946165323257,-0.015129700303077698,0.0006626364775002003,0.0001424777292413637;-0.0016905025113373995,0,0,0
;-67.91773223876953;-0.004128939937800169,0.0011982170399278402,-0.00001042819712893106,0.3904581665992737;0.004324758891016245,0.6570553183555603,-0.12251292914152145,0.10733591765165329;-0.013922279700636864,-0.015151401981711388,0.000655721640214324,0.00014244958583731204;-0.0016587129794061184,0,0,0
;-68.01829528808594;-0.004101228900253773,0.0011853039031848311,-0.00001020932995743351,0.388518750667572;0.0042629907839000225,0.660142719745636,-0.12248489260673523,0.10727193206548691;-0.013938636519014835,-0.015173127874732018,0.0006488552899099886,0.00014242147153709084;-0.0016274808440357447,0,0,0
;-68.11895751953125;-0.004073965363204479,0.0011724723735824227,-0.000009994777428801171,0.38657528162002563;0.004201559349894524,0.6632249355316162,-0.12245697528123856,0.10720796138048172;-0.013955012895166874,-0.015194877982139587,0.0006420370773412287,0.00014239337178878486;-0.0015967978397384286,0,0,0
;-68.21971893310547;-0.00404714047908783,0.0011597223347052932,-0.000009784462235984392,0.3846278786659241;0.004140464123338461,0.6663016676902771,-0.12242892384529114,0.10714402794837952;-0.013971414417028427,-0.015216651372611523,0.0006352663622237742,0.00014236525748856366;-0.0015666558174416423,0,0,0
;-68.3205795288086;-0.004020745400339365,0.0011470539029687643,-0.000009578313438396435,0.3826765716075897;0.004079706035554409,0.6693722009658813,-0.1224009096622467,0.1070799008011818;-0.013987834565341473,-0.015238451771438122,0.0006285437848418951,0.0001423371722921729;-0.0015370473265647888,0,0,0
;-68.42153930664062;-0.003994768485426903,0.001134467194788158,-0.00000937624918151414,0.3807212710380554;0.004019285552203655,0.6724363565444946,-0.12237284332513809,0.10701583325862885;-0.014004278928041458,-0.015260276384651661,0.0006218689377419651,0.00014230908709578216;-0.0015079634031280875,0,0,0
;-68.5226058959961;-0.003969197161495686,0.0011219618609175086,-0.000009178200343740173,0.3787619173526764;0.003959199413657188,0.6754935383796692,-0.12234476208686829,0.10695163905620575;-0.014020749367773533,-0.01528212707489729,0.0006152403657324612,0.00014228103100322187;-0.0014793956652283669,0,0,0
;-68.62377166748047;-0.003944024443626404,0.0011095383670181036,-0.00000898408870853018,0.37679871916770935;0.0038994501810520887,0.6785429120063782,-0.12231652438640594,0.10688755661249161;-0.01403724029660225,-0.015304000116884708,0.0006086590583436191,0.00014225294580683112;-0.001451336545869708,0,0,0
;-68.72500610351562;-0.003919241018593311,0.0010971988085657358,-0.000008793846973276231,0.3748321235179901;0.003840049961581826,0.6815833449363708,-0.12228845804929733,0.10682336241006851;-0.01405374612659216,-0.015325893647968769,0.0006021269364282489,0.00014222490426618606;-0.0014237791765481234,0,0,0
;-68.82634735107422;-0.003894839435815811,0.0010849409736692905,-0.000008607409654359799,0.3728615939617157;0.0037809854838997126,0.6846151947975159,-0.12226033210754395,0.10675917565822601;-0.014070278033614159,-0.015347816050052643,0.0005956402164883912,0.000142196862725541;-0.0013967158738523722,0,0,0
;-68.92778015136719;-0.0038708080537617207,0.0010727656772360206,-0.000008424702173215337,0.37088727951049805;0.0037222609389573336,0.687637448310852,-0.12223204970359802,0.10669491440057755;-0.0140868304297328,-0.015369758009910583,0.0005892009939998388,0.00014216883573681116;-0.0013701386051252484,0,0,0
;-69.0293197631836;-0.0038471336010843515,0.001060672104358673,-0.000008245659046224318,0.3689090609550476;0.0036638721358031034,0.6906498074531555,-0.12220386415719986,0.10663071274757385;-0.014103405177593231,-0.015391725115478039,0.0005828069988638163,0.00014214082329999655;-0.0013440391048789024,0,0,0
;-69.13093566894531;-0.003823811886832118,0.0010486620012670755,-0.000008070209332800005,0.3669273853302002;0.003605829318985343,0.6936509609222412,-0.12217556685209274,0.1065664067864418;-0.014120002277195454,-0.01541371550410986,0.0005764609086327255,0.00014211279631126672;-0.0013184105046093464,0,0,0
;-69.2326431274414;-0.003800828941166401,0.001036734553053975,-0.000007898290277807973,0.3649419844150543;0.003548129228875041,0.6966408491134644,-0.12214729189872742,0.10650212317705154;-0.014136617071926594,-0.015435728244483471,0.0005701602785848081,0.00014208481297828257;-0.0012932451209053397,0,0,0
;-69.33444213867188;-0.003778178011998534,0.00102488964330405,-0.0000077298382166191,0.36295297741889954;0.0034907704684883356,0.6996188163757324,-0.12211890518665314,0.1064378172159195;-0.01415325328707695,-0.015457762405276299,0.0005639060400426388,0.00014205684419721365;-0.0012685360852628946,0,0,0
;-69.43631744384766;-0.003755851648747921,0.0010131285525858402,-0.000007564785846625455,0.3609606623649597;0.003433759091421962,0.7025835514068604,-0.12209055572748184,0.10637343674898148;-0.014169909060001373,-0.015479817055165768,0.0005576981347985566,0.0001420288608642295;-0.0012442764127627015,0,0,0
;-69.53828430175781;-0.003733839374035597,0.0010014500003308058,-0.000007403074960166123,0.3589646816253662;0.0033770890440791845,0.7055349946022034,-0.12206219881772995,0.10630902647972107;-0.014186586253345013,-0.015501894056797028,0.0005515358643606305,0.00014200089208316058;-0.001220458885654807,0,0,0
;-69.64033508300781;-0.0037121311761438847,0.0009898545686155558,-0.000007244643711601384,0.35696521401405334;0.003320762189105153,0.7084722518920898,-0.12203372269868851,0.10624467581510544;-0.01420328114181757,-0.015523994341492653,0.0005454192869365215,0.00014197292330209166;-0.001197076286189258,0,0,0
;-69.74246215820312;-0.003690720535814762,0.0009783427231013775,-0.000007089427981554763,0.35496240854263306;0.003264783415943384,0.7113945484161377,-0.12200529128313065,0.10618028789758682;-0.014219998382031918,-0.015546112321317196,0.0005393484025262296,0.00014194495452102274;-0.0011741217458620667,0,0,0
;-69.84466552734375;-0.0036695986054837704,0.0009669141727499664,-0.000006937371381354751,0.3529564142227173;0.003209152026101947,0.7143009305000305,-0.12197673320770264,0.10611584782600403;-0.014236732386052608,-0.015568249858915806,0.0005333233275450766,0.00014191701484378427;-0.0011515890946611762,0,0,0
;-69.94695281982422;-0.0036487551406025887,0.0009555686265230179,-0.000006788417977077188,0.3509470224380493;0.003153865924105048,0.7171914577484131,-0.12194832414388657,0.10605143755674362;-0.014253485016524792,-0.015590409748256207,0.0005273428396321833,0.00014188908971846104;-0.0011294709984213114,0,0,0
;-70.04931640625;-0.003628180595114827,0.0009443062008358538,-0.0000066425059230823535,0.34893426299095154;0.00309892650693655,0.7200645804405212,-0.12191972136497498,0.10598697513341904;-0.014270257204771042,-0.015612589195370674,0.0005214078119024634,0.00014186117914505303;-0.00110776093788445,0,0,0
;-70.1517562866211;-0.0036078672856092453,0.0009331271285191178,-0.000006499580649688141,0.3469183146953583;0.0030443351715803146,0.7229200005531311,-0.12189120054244995,0.10592246055603027;-0.014287048950791359,-0.01563478633761406,0.0005155174294486642,0.00014183326857164502;-0.0010864519281312823,0,0,0
;-70.25426483154297;-0.0035878068301826715,0.0009220315841957927,-0.000006359584403980989,0.3448992967605591;0.0029900933150202036,0.7257567644119263,-0.1218625158071518,0.10585803538560867;-0.014303859323263168,-0.015657003968954086,0.0005096722161397338,0.00014180535799823701;-0.0010655377991497517,0,0,0
;-70.3568344116211;-0.003567993175238371,0.0009110199753195047,-0.0000062224644352681935,0.3428773283958435;0.00293620559386909,0.728573739528656,-0.12183394283056259,0.1057935357093811;-0.014320682734251022,-0.015679236501455307,0.0005038722301833332,0.0001417774910805747;-0.0010450127301737666,0,0,0
;-70.45948028564453;-0.003548417706042528,0.0009000913705676794,-0.000006088167992857052,0.3408522307872772;0.002882664557546377,0.731370747089386,-0.12180531769990921,0.10572895407676697;-0.014337524771690369,-0.01570148766040802,0.0004981162492185831,0.0001417495950590819;-0.001024870085529983,0,0,0
;-70.56218719482422;-0.0035290715750306845,0.0008892463520169258,-0.000005956640961812809,0.3388242721557617;0.0028294764924794436,0.7341464161872864,-0.12177656590938568,0.10566447675228119;-0.014354385435581207,-0.015723755583167076,0.0004924052627757192,0.0001417217281414196;-0.0010051033459603786,0,0,0
;-70.66495513916016;-0.0035099489614367485,0.0008784851524978876,-0.000005827832865179516,0.3367934226989746;0.0027766411658376455,0.7369002103805542,-0.12174788862466812,0.10560004413127899;-0.014371261931955814,-0.015746040269732475,0.00048673845594748855,0.0001416938757756725;-0.0009857070399448276,0,0,0
;-70.76777648925781;-0.0034910428803414106,0.0008678077138029039,-0.000005701691407011822,0.3347598612308502;0.0027241618372499943,0.7396311163902283,-0.12171901762485504,0.10553547739982605;-0.014388151466846466,-0.015768341720104218,0.0004811165854334831,0.00014166603796184063;-0.0009666751720942557,0,0,0
;-70.87065124511719;-0.003472345881164074,0.0008572139195166528,-0.000005578168384090532,0.3327236473560333;0.002672037575393915,0.7423383593559265,-0.12169018387794495,0.10547088086605072;-0.014405056834220886,-0.015790654346346855,0.00047553880722261965,0.00014163820014800876;-0.000948001688811928,0,0,0
;-70.97357940673828;-0.003453849582001567,0.0008467038860544562,-0.000005457213774207048,0.3306849002838135;0.0026202683802694082,0.7450209259986877,-0.12166140228509903,0.10540644824504852;-0.014421979896724224,-0.015812981873750687,0.0004700047429651022,0.0001416103623341769;-0.0009296808275394142,0,0,0
;-71.07656860351562;-0.003435545600950718,0.0008362767403014004,-0.0000053387830121209845,0.328643262386322;0.0025688507594168186,0.7476783990859985,-0.1216324120759964,0.10534191876649857;-0.014438915997743607,-0.01583532616496086,0.00046451465459540486,0.0001415825536241755;-0.0009117064764723182,0,0,0
;-71.17960357666016;-0.0034174262546002865,0.0008259335299953818,-0.000005222822892392287,0.3265991806983948;0.0025177905336022377,0.7503097057342529,-0.12160351127386093,0.10527735203504562;-0.014455864205956459,-0.01585768535733223,0.0004590680473484099,0.00014155474491417408;-0.0008940723491832614,0,0,0
;-71.28268432617188;-0.003399486653506756,0.0008156736730597913,-0.000005109287485538516,0.3245527148246765;0.00246708863414824,0.7529134750366211,-0.12157464027404785,0.10521288216114044;-0.01447282824665308,-0.015880053862929344,0.0004536652995739132,0.00014152696530800313;-0.000876773614436388,0,0,0
;-71.38579559326172;-0.0033817205112427473,0.0008054976933635771,-0.000004998131771571934,0.32250404357910156;0.0024167485535144806,0.7554892301559448,-0.12154550105333328,0.10514836013317108;-0.014489805325865746,-0.015902435407042503,0.0004483063530642539,0.00014149917114991695;-0.0008598046842962503,0,0,0
;-71.48895263671875;-0.003364120377227664,0.0007954051252454519,-0.000004889312549494207,0.3204529583454132;0.0023667654022574425,0.7580358386039734,-0.121516652405262,0.1050838753581047;-0.014506792649626732,-0.01592482626438141,0.0004429910040926188,0.00014147140609566122;-0.0008431596215814352,0,0,0
;-71.59215545654297;-0.003346677403897047,0.0007853953284211457,-0.000004782784344570246,0.3183995187282562;0.0023171373177319765,0.7605529427528381,-0.12148747593164444,0.10501943528652191;-0.014523796737194061,-0.015947232022881508,0.00043771788477897644,0.00014144365559332073;-0.0008268329547718167,0,0,0
;-71.69538879394531;-0.003329384606331587,0.0007754691177979112,-0.000004678501682064962,0.3163440227508545;0.0022678712848573923,0.7630389332771301,-0.12145832926034927,0.10495489835739136;-0.014540808275341988,-0.015969647094607353,0.0004324884503148496,0.000141415890539065;-0.00081081927055493,0,0,0
;-71.79865264892578;-0.0033122370950877666,0.000765626085922122,-0.000004576422270474723,0.3142865300178528;0.0022189663723111153,0.7654931545257568,-0.1214291900396347,0.10489043593406677;-0.014557834714651108,-0.015992071479558945,0.0004273016529623419,0.00014138815458863974;-0.0007951132720336318,0,0,0
;-71.90193939208984;-0.003295229049399495,0.0007558663492091,-0.000004476502454053843,0.3122270405292511;0.002170424908399582,0.7679145336151123,-0.12139999866485596,0.10482598841190338;-0.014574870467185974,-0.016014505177736282,0.0004221581621095538,0.00014136041863821447;-0.0007797098369337618,0,0,0
;-72.00525665283203;-0.003278354648500681,0.000746189383789897,-0.000004378703124530148,0.3101656436920166;0.002122243633493781,0.7703019380569458,-0.12137074023485184,0.10476156324148178;-0.014591914601624012,-0.016036944463849068,0.00041705704643391073,0.00014133271179161966;-0.0007646038429811597,0,0,0
;-72.10858917236328;-0.00326160853728652,0.0007365958299487829,-0.000004282983354642056,0.308102548122406;0.0020744274370372295,0.7726547718048096,-0.12134145945310593,0.10469716042280197;-0.014608968049287796,-0.0160593930631876,0.0004119987424928695,0.00014130500494502485;-0.0007497902261093259,0,0,0
;-72.21192932128906;-0.0032449853606522083,0.000727085571270436,-0.000004189301307633286,0.30603790283203125;0.0020269788801670074,0.774971604347229,-0.12131217122077942,0.10463272780179977;-0.014626028947532177,-0.01608184538781643,0.0004069835995323956,0.00014127729809843004;-0.0007352643879130483,0,0,0
;-72.3152847290039;-0.0032284779008477926,0.0007176580256782472,-0.000004097619694221066,0.30397167801856995;0.00197989447042346,0.7772515416145325,-0.12128280103206635,0.10456838458776474;-0.014643097296357155,-0.016104303300380707,0.0004020103078801185,0.00014124960580375046;-0.00072102079866454,0,0,0
;-72.41865539550781;-0.0032120821997523308,0.0007083129603415728,-0.000004007900315627921,0.30190372467041016;0.0019331732764840126,0.7794939875602722,-0.12125344574451447,0.10450410097837448;-0.014660177752375603,-0.016126766800880432,0.0003970792458858341,0.00014122194261290133;-0.0007070551509968936,0,0,0
;-72.52203369140625;-0.003195790573954582,0.0006990504916757345,-0.000003920101789844921,0.29983440041542053;0.001886818092316389,0.7816975712776184,-0.12122388184070587,0.10443975031375885;-0.014677262865006924,-0.016149235889315605,0.0003921901516150683,0.0001411942794220522;-0.0006933618569746614,0,0,0
;-72.62540435791016;-0.0031795985996723175,0.0006898708525113761,-0.000003834188646578696,0.2977639436721802;0.0018408331088721752,0.7838612198829651,-0.1211945191025734,0.10437548905611038;-0.014694355428218842,-0.016171706840395927,0.0003873432578984648,0.00014116661623120308;-0.0006799366092309356,0,0,0
;-72.72876739501953;-0.0031635044142603874,0.0006807740428484976,-0.0000037501238239201484,0.2956923246383667;0.0017952187918126583,0.7859838008880615,-0.12116491794586182,0.10431121289730072;-0.014711449854075909,-0.01619417779147625,0.00038253856473602355,0.0001411389821441844;-0.0006667751586064696,0,0,0
;-72.8321304321289;-0.0031475010327994823,0.0006717591313645244,-0.000003667872306323261,0.2936196029186249;0.0017499704845249653,0.78806471824646,-0.12113536149263382,0.10424703359603882;-0.014728550799190998,-0.01621665060520172,0.0003777752863243222,0.00014111133350525051;-0.0006538726156577468,0,0,0
;-72.93547821044922;-0.0031315831001847982,0.0006628266419284046,-0.0000035873983961209888,0.2915458381175995;0.0017050941241905093,0.790102481842041,-0.12110570818185806,0.10418287664651871;-0.014745657332241535,-0.016239123418927193,0.00037305388832464814,0.0001410837285220623;-0.0006412241491489112,0,0,0
;-73.038818359375;-0.0031157454941421747,0.0006539759342558682,-0.000003508666395646287,0.2894711196422577;0.0016605843557044864,0.7920964956283569,-0.12107603251934052,0.10411874204874039;-0.014762762933969498,-0.016261596232652664,0.00036837373045273125,0.00014105610898695886;-0.000628825044259429,0,0,0
;-73.14213562011719;-0.0030999816954135895,0.0006452070083469152,-0.000003431640379858436,0.2873956561088562;0.0016164473490789533,0.7940452098846436,-0.12104632705450058,0.10405468195676804;-0.014779876917600632,-0.016284067183732986,0.0003637349291238934,0.00014102850400377065;-0.0006166711682453752,0,0,0
;-73.24542236328125;-0.003084292635321617,0.0006365202134475112,-0.0000033562889711902244,0.2853196859359741;0.0015726846177130938,0.7959479689598083,-0.12101651728153229,0.10399062931537628;-0.014796989969909191,-0.01630653813481331,0.0003591376298572868,0.0001410009281244129;-0.0006047584465704858,0,0,0
;-73.34867095947266;-0.0030686738900840282,0.000627915549557656,-0.0000032825780635903357,0.28324323892593384;0.0015292982570827007,0.7978032231330872,-0.1209867000579834,0.1039266586303711;-0.014814100228250027,-0.016328997910022736,0.00035458162892609835,0.00014097335224505514;-0.0005930829211138189,0,0,0
;-73.45188903808594;-0.0030531208030879498,0.0006193921435624361,-0.0000032104767342389096,0.2811664044857025;0.0014862841926515102,0.7996103167533875,-0.12095683813095093,0.10386278480291367;-0.01483121421188116,-0.016351453959941864,0.0003500668681226671,0.00014094576181378216;-0.0005816401680931449,0,0,0
;-73.55506896972656;-0.0030376282520592213,0.0006109499954618514,-0.0000031399529234477086,0.27908915281295776;0.0014436437049880624,0.8013680577278137,-0.12092698365449905,0.10379883646965027;-0.01484832726418972,-0.016373908147215843,0.0003455927362665534,0.00014091821503825486;-0.0005704256473109126,0,0,0
;-73.658203125;-0.0030221943743526936,0.0006025891052559018,-0.000003070973889407469,0.2770118713378906;0.0014013794716447592,0.8030754923820496,-0.12089700251817703,0.10373505204916;-0.01486543845385313,-0.016396353021264076,0.00034115940798074007,0.00014089066826272756;-0.0005594355170615017,0,0,0
;-73.76129150390625;-0.0030068131163716316,0.0005943088908679783,-0.000003003509618793032,0.27493447065353394;0.001359489280730486,0.8047313094139099,-0.12086693197488785,0.10367125272750854;-0.014882546849548817,-0.016418790444731712,0.00033676662133075297,0.0001408631360391155;-0.0005486654699780047,0,0,0
;-73.86432647705078;-0.0029914809856563807,0.0005861095851287246,-0.0000029375289614108624,0.272857129573822;0.0013179753441363573,0.8063348531723022,-0.12083685398101807,0.10360769182443619;-0.014899651519954205,-0.016441218554973602,0.0003324141725897789,0.00014083560381550342;-0.0005381113733164966,0,0,0
;-73.9673080444336;-0.002976194955408573,0.0005779906059615314,-0.000002873003268177854,0.2707798182964325;0.0012768367305397987,0.807884693145752,-0.1208067238330841,0.10354398936033249;-0.014916754327714443,-0.016463637351989746,0.00032810194534249604,0.00014080808614380658;-0.000527769501786679,0,0,0
;-74.0702133178711;-0.0029609547927975655,0.000569952535443008,-0.00000280990093415312,0.2687031328678131;0.0012360800756141543,0.8093796968460083,-0.12077658623456955,0.10348045825958252;-0.014933851547539234,-0.016486043110489845,0.0003238304634578526,0.00014078058302402496;-0.0005176362465135753,0,0,0
;-74.17305755615234;-0.002945755375549197,0.0005619939765892923,-0.0000027481955839903094,0.26662665605545044;0.001195699442178011,0.8108192682266235,-0.1207462027668953,0.10341697931289673;-0.014950942248106003,-0.0165084358304739,0.0003195985627826303,0.00014075307990424335;-0.0005077074747532606,0,0,0
;-74.27582550048828;-0.002930594375357032,0.0005541156860999763,-0.0000026878583412326407,0.2645508944988251;0.0011556976241990924,0.8122017979621887,-0.12071594595909119,0.1033536046743393;-0.014968029223382473,-0.01653081737458706,0.00031540688360109925,0.00014072559133637697;-0.0004979795194230974,0,0,0
;-74.37850189208984;-0.0029154708608984947,0.0005463174893520772,-0.0000026288596473023063,0.2624759376049042;0.001116079743951559,0.8135266900062561,-0.1206856220960617,0.10329025238752365;-0.014985102228820324,-0.016553180292248726,0.00031125530949793756,0.0001406981173204258;-0.0004884491208940744,0,0,0
;-74.48109436035156;-0.0029003825038671494,0.0005385989206843078,-0.000002571174718468683,0.2604019343852997;0.0010768409119918942,0.8147923946380615,-0.12065518647432327,0.10322707146406174;-0.015002170577645302,-0.01657552272081375,0.00030714357853867114,0.00014067064330447465;-0.00047911229194141924,0,0,0
;-74.5835952758789;-0.0028853260446339846,0.0005309593980200589,-0.0000025147769520117436,0.2583288252353668;0.0010379828745499253,0.8159982562065125,-0.12062472850084305,0.10316392034292221;-0.015019228681921959,-0.01659785583615303,0.0003030710213351995,0.00014064318384043872;-0.0004699654527939856,0,0,0
;-74.68598937988281;-0.002870302414521575,0.0005233993288129568,-0.0000024596388357167598,0.256257027387619;0.0009995091240853071,0.8171430826187134,-0.1205940991640091,0.10310089588165283;-0.015036274679005146,-0.01662016473710537,0.0002990385110024363,0.00014061573892831802;-0.000461005576653406,0,0,0
;-74.78828430175781;-0.002855306025594473,0.0005159179563634098,-0.000002405734903732082,0.2541864514350891;0.0009614161681383848,0.8182260990142822,-0.1205635517835617,0.10303797572851181;-0.015053308568894863,-0.016642451286315918,0.000295045058010146,0.00014058829401619732;-0.0004522287053987384,0,0,0
;-74.89047241210938;-0.0028403347823768854,0.0005085149896331131,-0.000002353040599700762,0.2521173059940338;0.000923704996239394,0.8192458748817444,-0.12053283303976059,0.10297509282827377;-0.01507033221423626,-0.016664719209074974,0.0002910905168391764,0.0001405608927598223;-0.00044363137567415833,0,0,0
;-74.99253845214844;-0.002825388917699456,0.0005011907196603715,-0.0000023015300030237995,0.250049889087677;0.0008863789844326675,0.8202018141746521,-0.12050212174654007,0.10291233658790588;-0.015087337233126163,-0.01668696478009224,0.00028717523673549294,0.00014053347695153207;-0.0004352102696429938,0,0,0
;-75.094482421875;-0.0028104668017476797,0.0004939443315379322,-0.0000022511790120915975,0.24798406660556793;0.000849436386488378,0.8210926055908203,-0.12047135084867477,0.10284970700740814;-0.015104332938790321,-0.016709182411432266,0.0002832988102454692,0.00014050606114324182;-0.00042696218588389456,0,0,0
;-75.19630432128906;-0.0027955658733844757,0.0004867755342274904,-0.0000022019637526682345,0.2459201216697693;0.0008128762128762901,0.8219176530838013,-0.1204405426979065,0.10278710722923279;-0.015121310018002987,-0.01673137955367565,0.0002794609172269702,0.0001404786598868668;-0.0004188836901448667,0,0,0
;-75.29798126220703;-0.0027806865982711315,0.00047968464787118137,-0.0000021538596683967626,0.24385833740234375;0.0007767039351165295,0.8226755261421204,-0.12040959298610687,0.10272475332021713;-0.01513827033340931,-0.01675354316830635,0.00027566179051063955,0.00014045130228623748;-0.00041097175562754273,0,0,0
;-75.39952087402344;-0.002765827113762498,0.00047267088666558266,-0.0000021068456135253655,0.24179868400096893;0.0007409155368804932,0.8233655691146851,-0.12037859857082367,0.10266243666410446;-0.015155212953686714,-0.01677568256855011,0.0002719011972658336,0.00014042393013369292;-0.0004032232682220638,0,0,0
;-75.50090789794922;-0.0027509890496730804,0.0004657342506106943,-0.0000020608970316970954,0.2397415041923523;0.0007055141031742096,0.8239866495132446,-0.12034756690263748,0.10260027647018433;-0.015172134153544903,-0.016797788441181183,0.00026817884645424783,0.0001403965725330636;-0.00039563520113006234,0,0,0
;-75.60214233398438;-0.0027361693792045116,0.0004588741867337376,-0.000002015993231907487,0.23768678307533264;0.0006704980623908341,0.824537992477417,-0.12031648308038712,0.10253824293613434;-0.015189035795629025,-0.016819868236780167,0.0002644946798682213,0.00014036921493243426;-0.0003882043238263577,0,0,0
;-75.70321655273438;-0.002721367869526148,0.00045209043310023844,-0.000001972111022041645,0.2356346994638443;0.0006358679383993149,0.8250187039375305,-0.1202852800488472,0.10247624665498734;-0.015205918811261654,-0.016841910779476166,0.00026084849378094077,0.00014034187188372016;-0.00038092758040875196,0,0,0
;-75.80412292480469;-0.00270658265799284,0.00044538272777572274,-0.0000019292283468530513,0.23358546197414398;0.0006016246043145657,0.8254278302192688,-0.12025407701730728,0.10241451114416122;-0.015222775749862194,-0.01686391793191433,0.00025724017177708447,0.00014031455793883651;-0.00037380203139036894,0,0,0
;-75.90486145019531;-0.002691813511773944,0.00043875048868358135,-0.0000018873264480134821,0.2315390706062317;0.0005677659646607935,0.8257646560668945,-0.12022266536951065,0.1023528203368187;-0.015239610336720943,-0.016885895282030106,0.00025366918998770416,0.00014028722944203764;-0.00036682470818050206,0,0,0
;-76.00540161132812;-0.0026770648546516895,0.0004321941814851016,-0.0000018463814512870158,0.22949613630771637;0.0005342997028492391,0.826028048992157,-0.120191290974617,0.10229134559631348;-0.015256417915225029,-0.01690782606601715,0.0002501363633200526,0.00014025993004906923;-0.0003599932533688843,0,0,0
;-76.10575866699219;-0.00266233435831964,0.00042571278754621744,-0.0000018063757352138055,0.2274564504623413;0.0005012192414142191,0.8262173533439636,-0.12015987187623978,0.10222997516393661;-0.01527320221066475,-0.01692972145974636,0.00024664070224389434,0.00014023261610418558;-0.00035330458194948733,0,0,0
;-76.20592498779297;-0.0026476194616407156,0.0004193060740362853,-0.0000017672878129815217,0.22542017698287964;0.00046852490049786866,0.8263318538665771,-0.1201283410191536,0.10216871649026871;-0.015289955772459507,-0.016951577737927437,0.00024318198848050088,0.0001402053312631324;-0.00034675560891628265,0,0,0
;-76.30587768554688;-0.0026329250540584326,0.0004129739827476442,-0.0000017290989262619405,0.2233877331018448;0.00043622165685519576,0.8263707756996155,-0.12009662389755249,0.10210765898227692;-0.01530668418854475,-0.01697339117527008,0.00023976090596988797,0.0001401780464220792;-0.00034034409327432513,0,0,0
;-76.40562438964844;-0.002618249040096998,0.0004067160189151764,-0.00000169179020304,0.22135907411575317;0.00040430526132695377,0.8263331651687622,-0.12006497383117676,0.10204675793647766;-0.015323379077017307,-0.016995159909129143,0.0002363764651818201,0.00014015079068485647;-0.0003340673283673823,0,0,0
;-76.50515747070312;-0.0026035900227725506,0.0004005315131507814,-0.000001655341748119099,0.21933439373970032;0.0003727757721208036,0.8262186646461487,-0.12003322690725327,0.10198599100112915;-0.015340046025812626,-0.017016883939504623,0.00023302865156438202,0.00014012353494763374;-0.00032792220008559525,0,0,0
;-76.60446166992188;-0.0025889507960528135,0.00039442064007744193,-0.0000016197357126657153,0.21731390058994293;0.00034163580858148634,0.8260261416435242,-0.12000145018100739,0.10192544013261795;-0.01535667572170496,-0.017038559541106224,0.00022971752332523465,0.000140096279210411;-0.0003219065838493407,0,0,0
