voltage;ICaL,ICaNa,IpCa,ICab;ICaK,IKs,IKr,IK1;IKb,INaK,INab,INa;INaCa,Ito,INalate,NA,NA
;42.22004699707031;-1.5989841222763062,-0.41499820351600647,0.000335874647134915,-0.00039803734398446977;0.8020476698875427,0.036349717527627945,0.24532942473888397,0.00005558425982599147;0.3192838430404663,0.164104163646698,-0.0015316468197852373,-0.10249389708042145;0.010667876340448856,0.5097565054893494,-0.10247904807329178,-0.030475253239274025
;42.22270965576172;-1.5956281423568726,-0.41413092613220215,0.00033581728348508477,-0.0003979827160947025;0.8004833459854126,0.03648221120238304,0.24546802043914795,0.00005556934411288239;0.3192993104457855,0.1641068160533905,-0.0015314915217459202,-0.10244966298341751;0.010888260789215565,0.5076649188995361,-0.10243538022041321,-0.029353925958275795
;42.22528076171875;-1.592289686203003,-0.41326743364334106,0.00033575991983525455,-0.00039793021278455853;0.7989220023155212,0.03661464899778366,0.24560560286045074,0.0000555549850105308;0.319314181804657,0.16410936415195465,-0.001531341695226729,-0.10240574926137924;0.011108350940048695,0.505586564540863,-0.10239201039075851,-0.028240293264389038
;42.22776412963867;-1.5889698266983032,-0.4124079942703247,0.00033570252708159387,-0.0003978798631578684;0.7973644137382507,0.036747049540281296,0.24574218690395355,0.000055540956964250654;0.3193286061286926,0.16411180794239044,-0.0015311972238123417,-0.10236209630966187;0.011325646191835403,0.503521203994751,-0.10234887897968292,-0.027136873453855515
;42.230159759521484;-1.5856660604476929,-0.41155198216438293,0.0003356450761202723,-0.0003978314052801579;0.7958095669746399,0.03687942400574684,0.24587777256965637,0.00005552747461479157;0.3193425238132477,0.1641140878200531,-0.0015310571761801839,-0.10231875628232956;0.011540156789124012,0.5014684796333313,-0.10230603814125061,-0.026042375713586807
;42.23246765136719;-1.5823800563812256,-0.4106999337673187,0.00033558765426278114,-0.0003977850719820708;0.7942581176757812,0.03701171651482582,0.24601246416568756,0.000055514476116513833;0.31935590505599976,0.16411639750003815,-0.0015309227164834738,-0.10227567702531815;0.011754041537642479,0.4994288384914398,-0.102263443171978,-0.024955712258815765
;42.23468780517578;-1.5791109800338745,-0.40985143184661865,0.00033553020330145955,-0.00039774065953679383;0.79271000623703,0.037143975496292114,0.24614618718624115,0.000055502041504951194;0.3193688690662384,0.1641186773777008,-0.0015307929133996367,-0.10223289579153061;0.011965552344918251,0.4974016547203064,-0.10222112387418747,-0.023877806961536407
;42.23682403564453;-1.5758588314056396,-0.40900668501853943,0.0003354727232363075,-0.0003976983134634793;0.7911649942398071,0.03727617487311363,0.24627900123596191,0.00005548992703552358;0.3193812966346741,0.16412074863910675,-0.0015306681161746383,-0.10219037532806396;0.012174101546406746,0.4953869581222534,-0.10217905044555664,-0.02281009778380394
;42.23887252807617;-1.5726231336593628,-0.4081653654575348,0.00033541530137881637,-0.0003976578882429749;0.7896232604980469,0.03740831837058067,0.24641089141368866,0.00005547836917685345;0.31939321756362915,0.16412276029586792,-0.0015305475099012256,-0.10214813798666;0.012381469830870628,0.49338477849960327,-0.1021372452378273,-0.021749166771769524
;42.240840911865234;-1.5694040060043335,-0.4073278307914734,0.00033535773400217295,-0.0003976194129791111;0.7880846261978149,0.03754042461514473,0.24654188752174377,0.000055467291531385854;0.319404661655426,0.16412471234798431,-0.0015304324915632606,-0.10210617631673813;0.012586434371769428,0.4913947880268097,-0.10209570080041885,-0.02069753035902977
;42.24272155761719;-1.5662007331848145,-0.406493604183197,0.00033530022483319044,-0.00039758277125656605;0.7865492105484009,0.03767247498035431,0.2466718703508377,0.00005545661770156585;0.31941574811935425,0.16412653028964996,-0.0015303215477615595,-0.10206446796655655;0.012789967469871044,0.4894169270992279,-0.10205438733100891,-0.01965332217514515
;42.2445182800293;-1.5630139112472534,-0.40566304326057434,0.00033524271566420794,-0.0003975482250098139;0.7850168347358704,0.03780446574091911,0.24680110812187195,0.000055446500482503325;0.3194262981414795,0.1641283631324768,-0.0015302158426493406,-0.10202302783727646;0.012991175055503845,0.48745110630989075,-0.10201332718133926,-0.018617717549204826
;42.24623489379883;-1.55984365940094,-0.40483608841896057,0.0003351851482875645,-0.000397515541408211;0.783487856388092,0.03793643042445183,0.2469293773174286,0.000055436707043554634;0.31943634152412415,0.16413013637065887,-0.001530114677734673,-0.10198185592889786;0.01319109182804823,0.4854971468448639,-0.10197252780199051,-0.017590150237083435
;42.247867584228516;-1.5566887855529785,-0.40401244163513184,0.0003351275809109211,-0.00039748469134792686;0.7819619178771973,0.03806835785508156,0.24705679714679718,0.00005542747749132104;0.31944596767425537,0.16413173079490662,-0.0015300179366022348,-0.10194093734025955;0.013389190658926964,0.48355498909950256,-0.10193195939064026,-0.01657012477517128
;42.249420166015625;-1.5535496473312378,-0.40319234132766724,0.00033507004263810813,-0.00039745570393279195;0.7804391980171204,0.038200221955776215,0.24718333780765533,0.00005541864811675623;0.3194551169872284,0.1641332060098648,-0.0015299260849133134,-0.10190029442310333;0.01358440425246954,0.4816244840621948,-0.1018916592001915,-0.015559221617877483
;42.250892639160156;-1.5504268407821655,-0.4023756682872772,0.0003350124170538038,-0.00039742878288961947;0.7789195775985718,0.03833204507827759,0.24730907380580902,0.000055410222557839006;0.3194637894630432,0.16413478553295135,-0.0015298390062525868,-0.10185990482568741;0.013779355213046074,0.4797056019306183,-0.10185159742832184,-0.014554938301444054
;42.25228500366211;-1.5473185777664185,-0.40156227350234985,0.0003349548205733299,-0.00039740343345329165;0.777402937412262,0.03846380487084389,0.24743390083312988,0.000055402204452548176;0.3194720149040222,0.1641360968351364,-0.0015297558857128024,-0.10181976109743118;0.013971035368740559,0.47779807448387146,-0.10181176662445068,-0.013559488579630852
;42.25359344482422;-1.5442261695861816,-0.4007524847984314,0.0003348971949890256,-0.00039738003397360444;0.7758897542953491,0.03859550505876541,0.24755792319774628,0.000055394673836417496;0.3194797933101654,0.16413746774196625,-0.001529678120277822,-0.10177985578775406;0.01416145358234644,0.4759019911289215,-0.10177216678857803,-0.012571446597576141
;42.254825592041016;-1.5411489009857178,-0.39994579553604126,0.00033483956940472126,-0.000397358468035236;0.7743793725967407,0.03872714936733246,0.24768118560314178,0.00005538768891710788;0.31948715448379517,0.16413873434066772,-0.0015296039637178183,-0.10174021869897842;0.01435102615505457,0.4740169644355774,-0.10173282027244568,-0.01159016415476799
;42.2559814453125;-1.538087010383606,-0.3991425931453705,0.000334781885612756,-0.00039733873563818634;0.7728723287582397,0.03885872662067413,0.24780362844467163,0.000055380965932272375;0.3194940388202667,0.16413989663124084,-0.0015295345801860094,-0.10170082002878189;0.01453864760696888,0.47214317321777344,-0.10169370472431183,-0.010616694577038288
;42.257057189941406;-1.5350397825241089,-0.3983425199985504,0.0003347242309246212,-0.00039732069126330316;0.7713683843612671,0.03899028152227402,0.24792516231536865,0.000055374723160639405;0.31950053572654724,0.16414093971252441,-0.0015294695040211082,-0.10166165977716446;0.014723126776516438,0.47028037905693054,-0.10165481269359589,-0.009651832282543182
;42.258056640625;-1.5320076942443848,-0.39754584431648254,0.000334666547132656,-0.00039730462594889104;0.7698674201965332,0.039121802896261215,0.24804601073265076,0.000055368880566675216;0.31950652599334717,0.16414204239845276,-0.0015294094337150455,-0.10162273794412613;0.014907347038388252,0.468428373336792,-0.10161615163087845,-0.008693351410329342
;42.258975982666016;-1.5289896726608276,-0.39675238728523254,0.0003346088924445212,-0.00039729010313749313;0.7683697938919067,0.039253246039152145,0.2481660395860672,0.00005536353273782879;0.31951215863227844,0.16414298117160797,-0.0015293529722839594,-0.1015840694308281;0.015087760053575039,0.46658727526664734,-0.10157773643732071,-0.007743550930172205
;42.259822845458984;-1.5259867906570435,-0.3959621489048004,0.00033455115044489503,-0.0003972774720750749;0.7668749094009399,0.0393846370279789,0.24828527867794037,0.000055358574172714725;0.3195173144340515,0.1641438603401184,-0.00152930140029639,-0.10154563933610916;0.015267946757376194,0.4647567868232727,-0.10153954476118088,-0.006800408009439707
;42.26059341430664;-1.5229980945587158,-0.3951749801635742,0.00033449340844526887,-0.0003972664999309927;0.765383243560791,0.03951597213745117,0.24840377271175385,0.00005535395393962972;0.31952202320098877,0.16414467990398407,-0.001529253670014441,-0.10150744020938873;0.0154460109770298,0.4629369378089905,-0.10150157660245895,-0.005864540580660105
;42.26129150390625;-1.520024299621582,-0.39439114928245544,0.0003344356664456427,-0.00039725739043205976;0.7638947367668152,0.039647236466407776,0.2485215961933136,0.00005534982483368367;0.3195263743400574,0.16414541006088257,-0.001529210596345365,-0.10146946460008621;0.01562240906059742,0.4611276388168335,-0.10146382451057434,-0.004936198703944683
;42.26191329956055;-1.517063856124878,-0.3936103880405426,0.00033437792444601655,-0.000397249823436141;0.7624092698097229,0.0397784523665905,0.2486385554075241,0.00005534603042178787;0.3195302486419678,0.1641460657119751,-0.0015291714807972312,-0.10143172740936279;0.015797758474946022,0.45932865142822266,-0.10142629593610764,-0.004013530444353819
;42.26245880126953;-1.5141172409057617,-0.39283260703086853,0.00033432015334255993,-0.0003972439735662192;0.7609266042709351,0.03990959748625755,0.24875478446483612,0.00005534263254958205;0.31953373551368713,0.16414673626422882,-0.0015291364397853613,-0.10139422118663788;0.015970326960086823,0.45753979682922363,-0.10138899832963943,-0.003099320223554969
;42.262935638427734;-1.511185884475708,-0.3920580744743347,0.0003342623822391033,-0.0003972398699261248;0.759447455406189,0.04004070162773132,0.2488703578710556,0.000055339649406960234;0.31953680515289307,0.16414722800254822,-0.0015291053568944335,-0.10135693103075027;0.016143184155225754,0.4557614028453827,-0.10135190933942795,-0.002190618310123682
;42.263336181640625;-1.508266806602478,-0.3912864923477173,0.00033420458203181624,-0.0003972373087890446;0.7579708099365234,0.040171753615140915,0.2489851415157318,0.00005533713920158334;0.31953945755958557,0.16414768993854523,-0.0015290785813704133,-0.10131985694169998;0.01631266437470913,0.45399296283721924,-0.10131502151489258,-0.0012895108666270971
;42.263668060302734;-1.5053621530532837,-0.3905179500579834,0.00033414678182452917,-0.0003972364647779614;0.7564976215362549,0.040302760899066925,0.24909932911396027,0.00005533496732823551;0.31954172253608704,0.1641479730606079,-0.0015290559967979789,-0.10128302127122879;0.016480611637234688,0.45223450660705566,-0.10127837210893631,-0.0003954682615585625
;42.26392364501953;-1.502470850944519,-0.38975250720977783,0.00033408895251341164,-0.0003972373087890446;0.7550272345542908,0.04043368250131607,0.24921269714832306,0.00005533313742489554;0.3195435404777527,0.16414842009544373,-0.0015290372539311647,-0.1012464091181755;0.016647420823574066,0.4504859745502472,-0.10124193131923676,0.0004922454827465117
;42.26411056518555;-1.4995932579040527,-0.3889900743961334,0.0003340311232022941,-0.0003972398117184639;0.753559947013855,0.04056456312537193,0.2493254840373993,0.00005533177682082169;0.3195450007915497,0.16414861381053925,-0.0015290228184312582,-0.10121001303195953;0.016812719404697418,0.4487473666667938,-0.10120570659637451,0.0013735063839703798
;42.26422882080078;-1.4967290163040161,-0.3882305920124054,0.0003339732938911766,-0.0003972439153585583;0.7520955204963684,0.040695369243621826,0.24943746626377106,0.000055330765462713316;0.31954604387283325,0.16414879262447357,-0.0015290124574676156,-0.10117382556200027;0.01697637140750885,0.44701826572418213,-0.10116968303918839,0.0022475605364888906
;42.26427459716797;-1.49387788772583,-0.387474000453949,0.00033391546458005905,-0.00039724959060549736;0.7506342530250549,0.04082612320780754,0.24954886734485626,0.00005533008152269758;0.31954672932624817,0.16414879262447357,-0.0015290059382095933,-0.10113783925771713;0.017138544470071793,0.4452989995479584,-0.10113385319709778,0.0031155927572399378
;42.264251708984375;-1.4910399913787842,-0.3867203891277313,0.00033385754795745015,-0.0003972569538746029;0.7491759657859802,0.04095679149031639,0.24965956807136536,0.00005532996146939695;0.3195469379425049,0.16414892673492432,-0.001529003493487835,-0.1011020764708519;0.01729843206703663,0.4435892701148987,-0.10109824687242508,0.003976395353674889
;42.26416015625;-1.4882150888442993,-0.38596969842910767,0.00033379968954250216,-0.00039726580143906176;0.7477206587791443,0.041087422519922256,0.24976961314678192,0.00005533001967705786;0.3195468783378601,0.16414892673492432,-0.0015290044248104095,-0.10106654465198517;0.01745721884071827,0.44188910722732544,-0.10106285661458969,0.004831446334719658
;42.263999938964844;-1.4854029417037964,-0.385221928358078,0.0003337418311275542,-0.0003972762788180262;0.7462682127952576,0.04121799021959305,0.24987906217575073,0.000055330492614302784;0.31954634189605713,0.16414879262447357,-0.0015290100127458572,-0.10103119909763336;0.01761430874466896,0.4401980936527252,-0.10102765262126923,0.005679483059793711
;42.26377487182617;-1.4826033115386963,-0.38447678089141846,0.0003336838854011148,-0.0003972882404923439;0.7448187470436096,0.04134848713874817,0.24998779594898224,0.00005533144940272905;0.3195454478263855,0.16414868831634521,-0.0015290186274796724,-0.10099606215953827;0.017770355567336082,0.4385164976119995,-0.10099264979362488,0.006522481795400381
;42.26347732543945;-1.4798160791397095,-0.3837345838546753,0.0003336259978823364,-0.0003973016864620149;0.7433723211288452,0.04147894307971001,0.2500958740711212,0.00005533259900403209;0.3195441663265228,0.1641485095024109,-0.0015290312003344297,-0.10096114128828049;0.017923861742019653,0.4368440806865692,-0.10095785558223724,0.007358617149293423
;42.263118743896484;-1.4770420789718628,-0.3829951882362366,0.00033356802305206656,-0.00039731679135002196;0.7419289350509644,0.04160931706428528,0.2502034902572632,0.00005533422518055886;0.3195424973964691,0.1641482263803482,-0.001529047847725451,-0.10092641413211823;0.018076686188578606,0.43518078327178955,-0.10092325508594513,0.00818887259811163
;42.26268768310547;-1.474280595779419,-0.38225871324539185,0.00033351010642945766,-0.0003973334387410432;0.7404883503913879,0.04173965007066727,0.25031036138534546,0.00005533611692953855;0.31954047083854675,0.16414780914783478,-0.0015290683368220925,-0.10089188814163208;0.01822807639837265,0.43352648615837097,-0.10088884830474854,0.009012630209326744
;42.2621955871582;-1.4715310335159302,-0.3815249800682068,0.0003334521024953574,-0.0003973515413235873;0.7390508055686951,0.041869912296533585,0.25041666626930237,0.00005533849980565719;0.31953805685043335,0.16414737701416016,-0.0015290925512090325,-0.10085757076740265;0.018377680331468582,0.43188127875328064,-0.10085464268922806,0.009830626659095287
;42.261634826660156;-1.468794345855713,-0.380793958902359,0.00033339415676891804,-0.00039737127372063696;0.7376161217689514,0.04200011119246483,0.2505223751068115,0.00005534114461624995;0.3195353150367737,0.1641470044851303,-0.0015291203744709492,-0.10082344710826874;0.01852649636566639,0.43024489283561707,-0.1008206307888031,0.010642796754837036
;42.261009216308594;-1.4660691022872925,-0.3800656497478485,0.00033333615283481777,-0.0003973923739977181;0.736184298992157,0.042130254209041595,0.2506274878978729,0.00005534412048291415;0.319532185792923,0.1641465425491333,-0.0015291518066078424,-0.10078951716423035;0.018673311918973923,0.42861732840538025,-0.10078681260347366,0.01144921313971281
;42.260318756103516;-1.4633564949035645,-0.37934014201164246,0.0003332782071083784,-0.000397414987673983;0.7347556948661804,0.04226032271981239,0.2507320046424866,0.0000553475838387385;0.3195286691188812,0.1641458421945572,-0.0015291868476197124,-0.10075578838586807;0.018818171694874763,0.42699843645095825,-0.10075318068265915,0.012248735874891281
;42.25956344604492;-1.4606550931930542,-0.3786172568798065,0.0003332201449666172,-0.0003974389983341098;0.7333296537399292,0.04239032045006752,0.25083595514297485,0.00005535131640499458;0.3195248246192932,0.16414521634578705,-0.0015292257303372025,-0.10072223842144012;0.018962061032652855,0.4253881871700287,-0.10071973502635956,0.013043422251939774
;42.25874710083008;-1.4579658508300781,-0.37789708375930786,0.00033316219924017787,-0.0003974646097049117;0.7319065928459167,0.04252023622393608,0.2509393095970154,0.00005535531454370357;0.31952059268951416,0.16414444148540497,-0.0015292683383449912,-0.10068889707326889;0.019103826954960823,0.42378664016723633,-0.10068648308515549,0.013831574469804764
;42.257869720458984;-1.4552885293960571,-0.37717947363853455,0.0003331041370984167,-0.0003974915889557451;0.7304864525794983,0.04265009984374046,0.2510421574115753,0.00005535979653359391;0.31951603293418884,0.1641436666250229,-0.0015293143223971128,-0.10065572708845139;0.019245076924562454,0.4221934974193573,-0.10065340995788574,0.014614935033023357
;42.25692367553711;-1.4526225328445435,-0.37646451592445374,0.0003330461331643164,-0.0003975199651904404;0.7290690541267395,0.042779892683029175,0.2511443495750427,0.00005536447133636102;0.3195111155509949,0.16414286196231842,-0.0015293637989088893,-0.1006227657198906;0.019384752959012985,0.42060887813568115,-0.10062053054571152,0.015392624773085117
;42.255916595458984;-1.4499682188034058,-0.3757522404193878,0.00033298807102255523,-0.000397549825720489;0.7276546955108643,0.042909618467092514,0.2512461245059967,0.00005536962999030948;0.3195057809352875,0.1641419231891632,-0.0015294166514649987,-0.10058997571468353;0.01952282525599003,0.41903257369995117,-0.10058782994747162,0.016164472326636314
;42.25484848022461;-1.447325587272644,-0.37504255771636963,0.00033293000888079405,-0.00039758108323439956;0.7262431383132935,0.043039288371801376,0.25134727358818054,0.00005537505785468966;0.3195001482963562,0.1641409695148468,-0.0015294733457267284,-0.10055739432573318;0.019659578800201416,0.41746440529823303,-0.10055533051490784,0.01693057268857956
;42.253719329833984;-1.4446941614151,-0.37433549761772156,0.00033287194673903286,-0.0003976137959398329;0.7248345613479614,0.043168891221284866,0.25144797563552856,0.0000553808240510989;0.3194941580295563,0.16413986682891846,-0.0015295332996174693,-0.10052498430013657;0.01979539915919304,0.4159044921398163,-0.10052299499511719,0.017691748216748238
;42.25252914428711;-1.4420740604400635,-0.37363094091415405,0.0003328138554934412,-0.0003976479347329587;0.7234287858009338,0.04329844191670418,0.25154808163642883,0.00005538693949347362;0.3194878399372101,0.16413885354995728,-0.0015295970952138305,-0.10049274563789368;0.019928695634007454,0.41435280442237854,-0.10049083083868027,0.01844673417508602
;42.251277923583984;-1.439464807510376,-0.3729289174079895,0.00033275579335168004,-0.0003976833540946245;0.7220256924629211,0.04342788830399513,0.2516476809978485,0.000055393385991919786;0.3194811940193176,0.16413770616054535,-0.001529664034023881,-0.10046070069074631;0.02006189525127411,0.4128091633319855,-0.10045886039733887,0.019197501242160797
;42.24996566772461;-1.436867594718933,-0.37222957611083984,0.0003326976438984275,-0.00039772034506313503;0.7206259369850159,0.043557241559028625,0.2517467737197876,0.00005540010170079768;0.3194741904735565,0.16413652896881104,-0.00152973469812423,-0.10042883455753326;0.02019285224378109,0.41127341985702515,-0.1004270613193512,0.019941547885537148
;42.24859619140625;-1.4342806339263916,-0.37153249979019165,0.0003326395817566663,-0.00039775852928869426;0.7192284464836121,0.043686553835868835,0.25184541940689087,0.00005540723213925958;0.31946682929992676,0.16413527727127075,-0.0015298081561923027,-0.10039713233709335;0.020322563126683235,0.4097457528114319,-0.10039542615413666,0.020681025460362434
;42.247169494628906;-1.4317047595977783,-0.37083807587623596,0.0003325814031995833,-0.0003977981104981154;0.7178340554237366,0.04381581395864487,0.25194355845451355,0.0000554146317881532;0.3194591999053955,0.1641339510679245,-0.0015298851067200303,-0.10036560893058777;0.02045224979519844,0.40822580456733704,-0.10036396980285645,0.02141655422747135
;42.24568176269531;-1.4291397333145142,-0.3701460659503937,0.0003325232828501612,-0.0003978391468990594;0.7164426445960999,0.04394499212503433,0.25204113125801086,0.00005542237340705469;0.3194512128829956,0.16413259506225586,-0.0015299655497074127,-0.1003342717885971;0.020578907802700996,0.40671369433403015,-0.10033269226551056,0.022145282477140427
;42.24413299560547;-1.4265851974487305,-0.3694564998149872,0.00033246513339690864,-0.00039788137655705214;0.7150537371635437,0.04407409206032753,0.25213825702667236,0.00005543047154787928;0.31944286823272705,0.16413122415542603,-0.0015300493687391281,-0.10030309110879898;0.020704496651887894,0.40520939230918884,-0.10030157119035721,0.022869285196065903
;42.242530822753906;-1.4240416288375854,-0.36876943707466125,0.00033240701304748654,-0.00039792494499124587;0.7136679291725159,0.04420313611626625,0.25223490595817566,0.00005543888983083889;0.31943416595458984,0.16412967443466187,-0.0015301360981538892,-0.10027210414409637;0.020829666405916214,0.40371274948120117,-0.10027064383029938,0.023588959127664566
;42.240867614746094;-1.4215084314346313,-0.36808475852012634,0.0003323488053865731,-0.00039796988130547106;0.7122848033905029,0.04433209076523781,0.25233107805252075,0.00005544744635699317;0.31942519545555115,0.1641281545162201,-0.001530226320028305,-0.1002412661910057;0.020952317863702774,0.40222349762916565,-0.10023985803127289,0.024302305653691292
;42.2391471862793;-1.4189856052398682,-0.36740243434906006,0.00033229062682949007,-0.00039801615639589727;0.7109043598175049,0.04446099326014519,0.2524268329143524,0.00005545655949390493;0.3194158673286438,0.16412658989429474,-0.0015303200343623757,-0.10021061450242996;0.021074052900075912,0.40074190497398376,-0.10020926594734192,0.025011323392391205
;42.237369537353516;-1.4164738655090332,-0.36672261357307434,0.0003322324773762375,-0.00039806379936635494;0.7095267176628113,0.044589780271053314,0.2525220811367035,0.00005546578540815972;0.3194062411785126,0.16412489116191864,-0.0015304168919101357,-0.10018014162778854;0.021195432171225548,0.3992678225040436,-0.10017883777618408,0.02571551501750946
;42.235538482666016;-1.4139721393585205,-0.36604517698287964,0.0003321742406114936,-0.00039811275200918317;0.7081520557403564,0.044718511402606964,0.2526169717311859,0.000055475447879871354;0.31939631700515747,0.1641232818365097,-0.0015305172419175506,-0.10014981776475906;0.021314889192581177,0.39780113101005554,-0.10014856606721878,0.026414930820465088
;42.23365020751953;-1.4114800691604614,-0.36536985635757446,0.0003321160620544106,-0.0003981627232860774;0.7067800164222717,0.04484717920422554,0.25271132588386536,0.000055485379562014714;0.3193860352039337,0.1641216278076172,-0.0015306196874007583,-0.10011966526508331;0.021432742476463318,0.39634186029434204,-0.10011845827102661,0.02711004577577114
;42.23170471191406;-1.4089986085891724,-0.364697128534317,0.00033205782528966665,-0.0003982141788583249;0.705410897731781,0.044975798577070236,0.25280526280403137,0.0000554955804545898;0.3193754553794861,0.16411978006362915,-0.00153072620742023,-0.1000896617770195;0.02155059576034546,0.39488986134529114,-0.10008850693702698,0.027800871059298515
;42.229705810546875;-1.4065278768539429,-0.3640267848968506,0.00033199958852492273,-0.0003982670314144343;0.70404452085495,0.04510430619120598,0.25289881229400635,0.00005550612331717275;0.31936460733413696,0.16411788761615753,-0.0015308358706533909,-0.10005984455347061;0.02166637033224106,0.39344513416290283,-0.10005872696638107,0.02848546765744686
;42.2276496887207;-1.4040666818618774,-0.36335864663124084,0.0003319413517601788,-0.0003983209899161011;0.7026809453964233,0.04523276537656784,0.25299185514450073,0.000055517011787742376;0.3193534016609192,0.1641160100698471,-0.0015309483278542757,-0.10003017634153366;0.021780556067824364,0.39200735092163086,-0.1000291034579277,0.02916560135781765
;42.22554016113281;-1.4016151428222656,-0.36269277334213257,0.0003318830858916044,-0.0003983761416748166;0.7013200521469116,0.04536116495728493,0.25308462977409363,0.000055528169468743727;0.31934186816215515,0.16411401331424713,-0.0015310639282688498,-0.10000067204236984;0.021893316879868507,0.3905768096446991,-0.09999964386224747,0.02984124794602394
;42.2233772277832;-1.3991739749908447,-0.36202922463417053,0.0003318248491268605,-0.00039843263220973313;0.6999619603157043,0.04548945277929306,0.25317686796188354,0.0000555395963601768;0.3193300664424896,0.16411195695400238,-0.0015311826718971133,-0.09997132420539856;0.022005917504429817,0.3891533315181732,-0.09997033327817917,0.030512919649481773
;42.221160888671875;-1.3967422246932983,-0.3613678812980652,0.0003317665832582861,-0.0003984903742093593;0.6986064910888672,0.04561769589781761,0.25326865911483765,0.00005555130337597802;0.31931793689727783,0.16410993039608002,-0.0015313042094931006,-0.09994213283061981;0.02211631089448929,0.38773682713508606,-0.0999411791563034,0.031179090961813927
;42.21889114379883;-1.394320011138916,-0.3607087731361389,0.00033170831738971174,-0.00039854925125837326;0.6972538828849792,0.04574587568640709,0.2533601224422455,0.00005556327960221097;0.31930550932884216,0.16410793364048004,-0.001531429123133421,-0.099913090467453;0.022226622328162193,0.38632720708847046,-0.09991217404603958,0.0318426750600338
;42.2165641784668;-1.3919079303741455,-0.3600519299507141,0.00033165005152113736,-0.0003986094379797578;0.6959038972854614,0.04587394744157791,0.2534511983394623,0.000055575681471964344;0.319292813539505,0.16410568356513977,-0.0015315565979108214,-0.09988421946763992;0.022334309294819832,0.3849244713783264,-0.09988333284854889,0.032499268651008606
;42.21418762207031;-1.3895050287246704,-0.35939735174179077,0.000331591785652563,-0.0003986708470620215;0.6945566534996033,0.046001944690942764,0.25354185700416565,0.00005558820703299716;0.3192797303199768,0.16410350799560547,-0.0015316875651478767,-0.09985551238059998;0.022441525012254715,0.3835287094116211,-0.09985466301441193,0.03315279632806778
;42.21175765991211;-1.3871119022369385,-0.35874494910240173,0.0003315334615763277,-0.0003987335367128253;0.6932121515274048,0.04612989351153374,0.25363218784332275,0.00005560115823755041;0.3192664682865143,0.16410119831562042,-0.001531821908429265,-0.09982693940401077;0.022547706961631775,0.38213974237442017,-0.09982611984014511,0.03380211070179939
;42.20927429199219;-1.3847283124923706,-0.3580947518348694,0.0003314751375000924,-0.00039879733230918646;0.691870391368866,0.04625776410102844,0.25372207164764404,0.000055614294979022816;0.3192528188228607,0.16409890353679657,-0.001531958463601768,-0.0997985377907753;0.022653799504041672,0.3807574212551117,-0.09979774802923203,0.03444784879684448
;42.20674133300781;-1.382354497909546,-0.3574467897415161,0.0003314168134238571,-0.00039886246668174863;0.6905314922332764,0.04638555645942688,0.25381162762641907,0.000055627879191888496;0.31923893094062805,0.16409653425216675,-0.0015320981619879603,-0.09977027028799057;0.022756628692150116,0.37938180565834045,-0.09976951032876968,0.03508710861206055
;42.20415496826172;-1.379989504814148,-0.35680100321769714,0.00033135851845145226,-0.0003989286778960377;0.6891950368881226,0.04651326686143875,0.25390079617500305,0.000055641579820076004;0.3192247450351715,0.1640942394733429,-0.001532241003587842,-0.09974214434623718;0.02285918779671192,0.3780128061771393,-0.09974141418933868,0.03572319820523262
;42.20152282714844;-1.377633810043335,-0.3561573028564453,0.0003313001652713865,-0.0003989959950558841;0.6878616213798523,0.04664088785648346,0.25398963689804077,0.000055655687901889905;0.3192102313041687,0.16409170627593994,-0.001532386289909482,-0.09971418976783752;0.02296045422554016,0.37665030360221863,-0.09971348941326141,0.036355193704366684
;42.19883346557617;-1.3752870559692383,-0.355515718460083,0.00033124181209132075,-0.0003990645636804402;0.6865305304527283,0.0467684268951416,0.25407811999320984,0.000055669948778813705;0.3191955089569092,0.1640891432762146,-0.0015325347194448113,-0.09968636184930801;0.023061204701662064,0.37529441714286804,-0.0996856838464737,0.036983586847782135
;42.19609832763672;-1.372949481010437,-0.35487622022628784,0.000331183458911255,-0.0003991342964582145;0.6852020025253296,0.04689588025212288,0.25416621565818787,0.00005568454071180895;0.319180428981781,0.1640866994857788,-0.0015326860593631864,-0.09965869784355164;0.02316097542643547,0.3739449381828308,-0.0996580496430397,0.0376078225672245
;42.19330978393555;-1.3706207275390625,-0.3542388677597046,0.0003311250766273588,-0.00039920504787005484;0.6838766932487488,0.04702329263091087,0.254254013299942,0.00005569948916672729;0.31916508078575134,0.1640840768814087,-0.0015328398440033197,-0.099631167948246;0.02325853705406189,0.3726018965244293,-0.09963054209947586,0.03822769969701767
;42.19047164916992;-1.368301272392273,-0.35360369086265564,0.00033106672344729304,-0.00039927716716192663;0.6825535297393799,0.0471506342291832,0.2543414235115051,0.000055714579502819106;0.3191494643688202,0.16408133506774902,-0.0015329972375184298,-0.0996037945151329;0.0233551487326622,0.37126511335372925,-0.09960319101810455,0.03884243965148926
;42.18758773803711;-1.3659909963607788,-0.35297051072120667,0.00033100834116339684,-0.00039935039239935577;0.681233286857605,0.04727788269519806,0.254428505897522,0.00005573000089498237;0.31913354992866516,0.16407856345176697,-0.0015331567265093327,-0.09957656264305115;0.023450706154108047,0.36993464827537537,-0.09957598149776459,0.03945336118340492
