voltage;INa, Ito, ICaL, IKr;IKs, IK1, INaCa, INaK;INab, ICab, IKb, IpCa;INalate,NA,NA,NA
;-87.83079528808594;-0.002619845559820533,-0.0000028909259981446667,-1.836984750980264e-7,-0.0006286666030064225;-1.9263588502127504e-9,-0.028228212147951126,-0.026126159355044365,0.09457574039697647;-0.017268002033233643,-0.019499648362398148,-0.0000018121066887033521,0.00007421282498398796;-0.00011640899901976809,0,0,0
;-87.830810546875;-0.0026198418345302343,-0.000002891225676648901,-1.8369816245922266e-7,-0.0006286604329943657;-1.926348858205529e-9,-0.028230926021933556,-0.026124032214283943,0.0945756658911705;-0.01726800575852394,-0.019499652087688446,-0.0000018122776737072854,0.00007421051850542426;-0.00011641079618129879,0,0,0
;-87.8308334350586;-0.002619830658659339,-0.000002891661779358401,-1.8369780718785478e-7,-0.0006286842399276793;-1.9263401984659367e-9,-0.028234990313649178,-0.02612190879881382,0.09457565099000931;-0.01726800948381424,-0.019499655812978745,-0.000001812532673284295,0.00007420821930281818;-0.0001164123896160163,0,0,0
;-87.83084869384766;-0.002619823906570673,-0.000002891960320994258,-1.8369740928392275e-7,-0.0006286778952926397;-1.92632998441411e-9,-0.02823770046234131,-0.02611980214715004,0.09457560628652573;-0.01726801134645939,-0.019499659538269043,-0.0000018127035446013906,0.0000742059201002121;-0.00011641417950158939,0,0,0
;-87.83084869384766;-0.0026198283303529024,-0.0000028919851047248812,-1.8369703980170016e-7,-0.0006286120624281466;-1.9263171058270245e-9,-0.02823770046234131,-0.026117689907550812,0.09457556158304214;-0.01726801134645939,-0.019499659538269043,-0.0000018127035446013906,0.00007420362089760602;-0.00011641628225333989,0,0,0
;-87.83084869384766;-0.002619832055643201,-0.0000028920094337081537,-1.8369675558460585e-7,-0.0006285462295636535;-1.926304005195334e-9,-0.02823770046234131,-0.02611555904150009,0.09457552433013916;-0.01726801134645939,-0.019499659538269043,-0.0000018127035446013906,0.00007420132169499993;-0.00011641837045317516,0,0,0
;-87.83084869384766;-0.0026198357809334993,-0.0000028920344448124524,-1.8369658505434927e-7,-0.0006284803966991603;-1.9262906825190385e-9,-0.02823770046234131,-0.02611347660422325,0.09457548707723618;-0.01726801134645939,-0.019499659538269043,-0.0000018127035446013906,0.00007419901521643624;-0.00011642046592896804,0,0,0
;-87.83084869384766;-0.002619839971885085,-0.000002892059455916751,-1.8369647136751155e-7,-0.0006284146220423281;-1.926277803931953e-9,-0.02823770046234131,-0.02611135132610798,0.09457544982433319;-0.01726801134645939,-0.019499659538269043,-0.0000018127035446013906,0.00007419671601383016;-0.00011642256140476093,0,0,0
;-87.83086395263672;-0.002619833452627063,-0.000002892359361794661,-1.8369645715665683e-7,-0.0006284084520302713;-1.926267811924731e-9,-0.02824041247367859,-0.02610924281179905,0.09457544982433319;-0.017268015071749687,-0.01949966512620449,-0.000001812874870665837,0.00007419441681122407;-0.0001164242930826731,0,0,0
;-87.83087158203125;-0.002619832754135132,-0.0000028925219339726027,-1.8369631504810968e-7,-0.0006283723632805049;-1.92625604356067e-9,-0.028241772204637527,-0.026107139885425568,0.09457536041736603;-0.017268015071749687,-0.01949966512620449,-0.0000018129609316019923,0.00007419211760861799;-0.00011642622121144086,0,0,0
