voltage;ICaL,ICaNa,IpCa,ICab;ICaK,IKs,IKr,IK1;IKb,INaK,INab,INa;INaCa,Ito,INalate,NA,NA
;-87.63751983642578;-4.713168948455859e-7,-2.6090548388424395e-8,0.0000754564898670651,-0.019457129761576653;2.8857727318865045e-10,-0.0000037129946122149704,0.00008019529923330992,0.005517390090972185;2.787228936540487e-7,0.07433769851922989,-0.01723332144320011,-0.002696189796552062;-0.040526628494262695,0.000001794845275071566,-0.00011381990771042183,0.00009533009142614901
;-87.63753509521484;-4.71318088557382e-7,-2.6090610560913774e-8,0.00007545462722191587,-0.01945713348686695;2.885779115668896e-10,-0.0000037128386338736163,0.00008016357605811208,0.005515669006854296;2.786356958495162e-7,0.07433769851922989,-0.01723332330584526,-0.0026961893308907747;-0.04052408039569855,0.0000017942970771400724,-0.00011382223601685837,0.00009612036228645593
;-87.63754272460938;-4.713191970040498e-7,-2.6090672733403153e-8,0.00007545275730080903,-0.0194571353495121;2.8857852218955315e-10,-0.0000037126858387637185,0.00008010681631276384,0.005512228235602379;2.784611865536135e-7,0.07433763891458511,-0.01723332703113556,-0.0026961835101246834;-0.04052143543958664,0.0000017931881757249357,-0.00011382443335605785,0.00009520622552372515
;-87.63755798339844;-4.7132010649875156e-7,-2.6090724247751496e-8,0.00007545088737970218,-0.01945713721215725;2.88578966278763e-10,-0.000003712529178301338,0.000080075093137566,0.0055105071514844894;2.783741308576282e-7,0.07433763891458511,-0.01723332703113556,-0.0026961832772940397;-0.040518876165151596,0.000001792639977793442,-0.00011382671073079109,0.00009601109195500612
;-87.63756561279297;-4.713212717888382e-7,-2.6090782867527196e-8,0.00007544902473455295,-0.019457142800092697;2.8857943812354847e-10,-0.0000037123766105651157,0.00008001834066817537,0.005507065914571285;2.781998773571104e-7,0.07433762401342392,-0.01723332703113556,-0.0026961774565279484;-0.040516309440135956,0.0000017915307353177923,-0.00011382887896616012,0.00009506559581495821
;-87.63758087158203;-4.713222949703777e-7,-2.6090839710946057e-8,0.0000754471548134461,-0.019457144662737846;2.8857996547948517e-10,-0.0000037122206322237616,0.00007998662476893514,0.005505345296114683;2.7811262270915904e-7,0.07433760911226273,-0.01723332889378071,-0.002696176990866661;-0.040513742715120316,0.0000017909825373862986,-0.00011383120727259666,0.0000958536984398961
;-87.63758850097656;-4.7132337499533605e-7,-2.6090900107078596e-8,0.00007544529216829687,-0.019457144662737846;2.8858046507984625e-10,-0.000003712067382366513,0.00007992988685145974,0.005501904059201479;2.7793831236522237e-7,0.07433760166168213,-0.017233334481716156,-0.0026961707044392824;-0.040511153638362885,0.0000017898735222843243,-0.00011383332457626238,0.00009493181278230622
;-87.6375961303711;-4.71324426598585e-7,-2.6090962279567975e-8,0.00007544342952314764,-0.019457146525382996;2.885811034580854e-10,-0.0000037119123135198606,0.00007989818550413474,0.005500183906406164;2.778512850909465e-7,0.07433760166168213,-0.017233334481716156,-0.0026961704716086388;-0.040508560836315155,0.0000017893250969791552,-0.00011383566015865654,0.0000957664888119325
;-87.63761138916016;-4.7132544978012447e-7,-2.6091015570273157e-8,0.00007544157415395603,-0.019457148388028145;2.885816030584465e-10,-0.0000037117563351785066,0.00007986653508851305,0.0054984623566269875;2.7776385991273855e-7,0.07433759421110153,-0.017233334481716156,-0.002696170937269926;-0.040505994111299515,0.0000017887767853608239,-0.00011383797391317785,0.00009657509508542717
;-87.63761901855469;-4.713266150702111e-7,-2.6091077742762536e-8,0.00007543971878476441,-0.019457153975963593;2.885821581699588e-10,-0.0000037116035400686087,0.0000798098262748681,0.005495022051036358;2.775895495688019e-7,0.07433757185935974,-0.017233338207006454,-0.0026961646508425474;-0.04050339013338089,0.0000017876674291983363,-0.00011384017125237733,0.00009565195796312764
;-87.63763427734375;-4.7132766667346004e-7,-2.6091134586181397e-8,0.00007543786341557279,-0.019457155838608742;2.885826855258955e-10,-0.0000037114480164746055,0.00007977816858328879,0.005493301432579756;2.7750249387281656e-7,0.07433757185935974,-0.017233340069651604,-0.0026961644180119038;-0.04050087183713913,0.0000017871192312668427,-0.00011384242679923773,0.00009641400538384914
;-87.63764190673828;-4.7132871827670897e-7,-2.6091196758670776e-8,0.00007543600077042356,-0.01945715770125389;2.8858310185952973e-10,-0.0000037112952213647077,0.00007972146704560146,0.005489859730005264;2.7732824037229875e-7,0.07433758676052094,-0.017233343794941902,-0.0026961583644151688;-0.040498316287994385,0.0000017860101024780306,-0.00011384463869035244,0.00009548124216962606
;-87.63765716552734;-4.713297698799579e-7,-2.6091250049375958e-8,0.00007543414540123194,-0.01945716142654419;2.885837124821933e-10,-0.0000037111392430233536,0.00007968984573381022,0.0054881395772099495;2.77240957302638e-7,0.07433758676052094,-0.017233343794941902,-0.0026961583644151688;-0.04049573838710785,0.0000017854616771728615,-0.00011384693789295852,0.00009630319254938513
;-87.63766479492188;-4.713308214832068e-7,-2.6091310445508498e-8,0.00007543229003204033,-0.01945716328918934;2.8858421208255436e-10,-0.0000037109864479134558,0.00007963315874803811,0.005484697874635458;2.7706650485015416e-7,0.07433755695819855,-0.0172333475202322,-0.00269615207798779;-0.040493112057447433,0.000001784352321010374,-0.0001138490843004547,0.00009539435268379748
;-87.63768005371094;-4.7133187308645574e-7,-2.609136728892736e-8,0.00007543043466284871,-0.019457165151834488;2.885847949496423e-10,-0.0000037108309243194526,0.00007960153016028926,0.005482977721840143;2.7697947757587826e-7,0.07433755695819855,-0.0172333475202322,-0.00269615207798779;-0.04049059376120567,0.0000017838041230788804,-0.00011385139805497602,0.00009616570605430752
;-87.63768768310547;-4.7133298153312353e-7,-2.609142590870306e-8,0.00007542857201769948,-0.019457167014479637;2.8858523903885214e-10,-0.0000037106781292095548,0.00007954485772643238,0.005479536950588226;2.7680513881023217e-7,0.07433756440877914,-0.01723334938287735,-0.002696146024391055;-0.04048798978328705,0.000001782695107976906,-0.00011385360994609073,0.00009527579095447436
;-87.63770294189453;-4.713340615580819e-7,-2.609148275212192e-8,0.00007542671664850786,-0.019457170739769936;2.8858579415036445e-10,-0.000003710522378241876,0.00007951323641464114,0.005477815866470337;2.7671791258399026e-7,0.07433756440877914,-0.01723334938287735,-0.002696146024391055;-0.040485430508852005,0.0000017821467963585746,-0.00011385593825252727,0.00009607538231648505
;-87.63771057128906;-4.7133517000474967e-7,-2.6091552030038656e-8,0.00007542486127931625,-0.019457174465060234;2.8858634926187676e-10,-0.0000037103698105056537,0.0000794565785326995,0.00547437509521842;2.76543630661763e-7,0.07433751225471497,-0.017233356833457947,-0.002696139272302389;-0.040482863783836365,0.0000017810374401960871,-0.00011385802645236254,0.0000950830290094018
;-87.63772583007812;-4.713361363428703e-7,-2.609160176803016e-8,0.00007542300591012463,-0.019457174465060234;2.8858684886223784e-10,-0.0000037102142869116506,0.00007942494994495064,0.005472653545439243;2.764565749657777e-7,0.07433752715587616,-0.017233356833457947,-0.002696139272302389;-0.04048031568527222,0.0000017804891285777558,-0.00011386036203475669,0.00009589536057319492
;-87.63773345947266;-4.713372732112475e-7,-2.6091665716876378e-8,0.0000754211432649754,-0.019457180052995682;2.885873484625989e-10,-0.0000037100614918017527,0.00007936833571875468,0.005469212308526039;2.7628209409158444e-7,0.07433751225471497,-0.017233358696103096,-0.002696133917197585;-0.04047774150967598,0.0000017793797724152682,-0.00011386253754608333,0.00009495172707829624
;-87.63774108886719;-4.713381827059493e-7,-2.609171723122472e-8,0.00007541928789578378,-0.019457180052995682;2.885878203073844e-10,-0.0000037099055134603987,0.00007933670713100582,0.005467491690069437;2.7619486786534253e-7,0.07433751225471497,-0.017233358696103096,-0.0026961311232298613;-0.04047516733407974,0.0000017788314607969369,-0.00011386483674868941,0.00009577307355357334
;-87.63775634765625;-4.713392343091982e-7,-2.609177585100042e-8,0.00007541743252659217,-0.01945718191564083;2.885883754188967e-10,-0.0000037097499898663955,0.00007930510037112981,0.0054657720029354095;2.761078121693572e-7,0.07433751225471497,-0.017233362421393394,-0.002696131356060505;-0.0404726043343544,0.0000017782830354917678,-0.00011386709229554981,0.00009657795453676954
;-87.63776397705078;-4.7134039959928486e-7,-2.609183624713296e-8,0.00007541557715740055,-0.01945718377828598;2.8858898604156025e-10,-0.0000037095971947564976,0.00007924850069684908,0.005462330300360918;2.7593353024712997e-7,0.07433751225471497,-0.017233364284038544,-0.0026961255352944136;-0.04047005996108055,0.0000017771734519556048,-0.00011386927508283406,0.00009562099148752168
;-87.63777923583984;-4.7134133751569607e-7,-2.609189131419498e-8,0.00007541372906416655,-0.01945718564093113;2.8858951339749694e-10,-0.0000037094416711624945,0.00007921691576484591,0.005460609216243029;2.758462755991786e-7,0.07433751225471497,-0.017233364284038544,-0.0026961241383105516;-0.04046749323606491,0.0000017766246855899226,-0.00011387156700948253,0.00009643333032727242
;-87.63778686523438;-4.7134244596236385e-7,-2.6091948157613842e-8,0.00007541188097093254,-0.019457191228866577;2.885899297311312e-10,-0.0000037092888760525966,0.0000791603306424804,0.0054571679793298244;2.756718231466948e-7,0.07433749735355377,-0.017233368009328842,-0.0026961187832057476;-0.04046495631337166,0.0000017755154431142728,-0.00011387369158910587,0.00009545059583615512
;-87.63780212402344;-4.7134346914390335e-7,-2.6092005001032703e-8,0.00007541004015365615,-0.019457193091511726;2.885904848426435e-10,-0.0000037091333524585934,0.00007912874571047723,0.005455447360873222;2.755847674507095e-7,0.07433752715587616,-0.017233368009328842,-0.0026961176190525293;-0.04046238586306572,0.000001774966904122266,-0.00011387599806766957,0.00009629646956454962
;-87.63780975341797;-4.713445207471523e-7,-2.6092061844451564e-8,0.00007540818478446454,-0.019457194954156876;2.885909011762777e-10,-0.000003708980784722371,0.00007907216786406934,0.005452005658298731;2.754104571067728e-7,0.07433750480413437,-0.01723337173461914,-0.002696112496778369;-0.04045979306101799,0.0000017738576616466162,-0.00011387820268282667,0.0000953599956119433
;-87.63782501220703;-4.7134554392869177e-7,-2.6092118687870425e-8,0.00007540634396718815,-0.019457194954156876;2.885915395545169e-10,-0.0000037088250337546924,0.00007904059020802379,0.005450285505503416;2.7532325930224033e-7,0.07433752715587616,-0.01723337173461914,-0.0026961122639477253;-0.04045727103948593,0.0000017733091226546094,-0.00011388049460947514,0.0000961552796070464
;-87.63783264160156;-4.713465955319407e-7,-2.6092179084002964e-8,0.00007540448859799653,-0.019457200542092323;2.8859201139930235e-10,-0.000003708672011271119,0.0000789840123616159,0.0054468438029289246;2.7514894895830366e-7,0.07433751970529556,-0.01723337545990944,-0.0026961062103509903;-0.04045470058917999,0.0000017721999938657973,-0.00011388261191314086,0.0000952097907429561
;-87.63784790039062;-4.7134767555689905e-7,-2.6092239480135504e-8,0.00007540264778072014,-0.019457202404737473;2.8859253875523905e-10,-0.0000037085167150507914,0.00007895247108535841,0.00544512365013361;2.7506189326231834e-7,0.07433751225471497,-0.01723337732255459,-0.0026961059775203466;-0.040452148765325546,0.0000017716513411869528,-0.0001138849402195774,0.00009600164776202291
;-87.63785552978516;-4.713486418950197e-7,-2.6092290994483847e-8,0.00007540079241152853,-0.019457204267382622;2.885929828444489e-10,-0.000003708364147314569,0.00007889591506682336,0.005441682413220406;2.748874123881251e-7,0.07433752715587616,-0.017233381047844887,-0.0026961001567542553;-0.040449559688568115,0.000001770542098711303,-0.00011388713028281927,0.00009510398376733065
;-87.63786315917969;-4.713496650765592e-7,-2.609234428518903e-8,0.00007539895159425214,-0.01945720613002777;2.8859348244481e-10,-0.0000037082083963468904,0.00007886436651460826,0.0054399617947638035;2.748001861618832e-7,0.07433751970529556,-0.017233381047844887,-0.002696100389584899;-0.04044701159000397,0.0000017699933323456207,-0.00011388935672584921,0.00009588497050572187
;-87.63787841796875;-4.7135074510151753e-7,-2.6092404681321568e-8,0.00007539710350101814,-0.01945720799267292;2.885940375563223e-10,-0.000003708052872752887,0.00007883281068643555,0.005438240710645914;2.7471313046589785e-7,0.07433746755123138,-0.017233381047844887,-0.002696099691092968;-0.040444470942020416,0.0000017694446796667762,-0.00011389164137654006,0.00009662280353950337
;-87.63788604736328;-4.713518251264759e-7,-2.6092465077454108e-8,0.00007539526268374175,-0.01945721171796322;2.8859464817898584e-10,-0.0000037079003050166648,0.00007877629104768857,0.00543479947373271;2.745388485436706e-7,0.07433745265007019,-0.017233382910490036,-0.002696093637496233;-0.04044194146990776,0.0000017683355508779641,-0.00011389384599169716,0.00009563604544382542
;-87.63790130615234;-4.713527914645965e-7,-2.6092523697229808e-8,0.00007539341459050775,-0.01945721171796322;2.885951477793469e-10,-0.000003707744554048986,0.00007874474249547347,0.005433077923953533;2.744514233654627e-7,0.07433746755123138,-0.017233386635780334,-0.0026960934046655893;-0.040439389646053314,0.0000017677865571386064,-0.0001138961233664304,0.00009644249803386629
;-87.63790893554688;-4.713538999112643e-7,-2.6092584093362348e-8,0.00007539156649727374,-0.019457215443253517;2.885956196241324e-10,-0.0000037075919863127638,0.0000786882228567265,0.005429635755717754;2.7427714144323545e-7,0.074337437748909,-0.017233388498425484,-0.0026960871182382107;-0.04043680056929588,0.000001766677200976119,-0.0001138982261181809,0.00009549887909088284
;-87.63792419433594;-4.7135486624938494e-7,-2.609263560771069e-8,0.00007538972567999735,-0.019457217305898666;2.8859609146891785e-10,-0.000003707436235345085,0.00007865668885642663,0.00542791560292244;2.741900573255407e-7,0.0743374302983284,-0.017233388498425484,-0.0026960873510688543;-0.040434256196022034,0.0000017661284346104367,-0.0001139005325967446,0.00009627397230360657
;-87.63793182373047;-4.713559462743433e-7,-2.609269600384323e-8,0.00007538787031080574,-0.019457221031188965;2.8859664658043016e-10,-0.000003707283212861512,0.00007860019104555249,0.005424473900347948;2.740158038250229e-7,0.0743374451994896,-0.01723339408636093,-0.002696081530302763;-0.040431730449199677,0.0000017650188510742737,-0.00011390271538402885,0.00009531328396406025
;-87.63794708251953;-4.713570547210111e-7,-2.609275284726209e-8,0.00007538602949352935,-0.019457222893834114;2.8859720169194247e-10,-0.0000037071274618938332,0.00007856867159716785,0.005422754213213921;2.73928577598781e-7,0.0743374451994896,-0.01723339408636093,-0.0026960812974721193;-0.04042914882302284,0.0000017644701983954292,-0.00011390500731067732,0.00009613524889573455
;-87.63795471191406;-4.713580779025506e-7,-2.609280969068095e-8,0.00007538418867625296,-0.019457226619124413;2.885976180255767e-10,-0.0000037069753489049617,0.00007851218833820894,0.005419312510639429;2.7375412514629716e-7,0.0743374451994896,-0.01723339594900608,-0.0026960745453834534;-0.040426626801490784,0.0000017633606148592662,-0.00011390708095859736,0.00009515966667095199
;-87.63796997070312;-4.7135907266238064e-7,-2.6092862981386133e-8,0.00007538234785897657,-0.019457228481769562;2.885981453815134e-10,-0.0000037068198253109585,0.0000784806688898243,0.005417591892182827;2.7366706945031183e-7,0.0743374451994896,-0.01723339781165123,-0.0026960745453834534;-0.04042409732937813,0.0000017628120758672594,-0.00011390941654099151,0.00009592917194822803
;-87.63797760009766;-4.713600674222107e-7,-2.6092923377518673e-8,0.0000753805143176578,-0.01945723034441471;2.8859861722629887e-10,-0.0000037066668028273853,0.00007842422928661108,0.005414150655269623;2.7349275910637516e-7,0.0743374451994896,-0.01723340153694153,-0.0026960682589560747;-0.04042152687907219,0.0000017617024923310964,-0.00011391158477636054,0.00009500545274931937
;-87.63798522949219;-4.713611758688785e-7,-2.6092980220937534e-8,0.00007537867350038141,-0.01945723220705986;2.8859925560453803e-10,-0.0000037065115066070575,0.00007839273166609928,0.005412429571151733;2.7340553288013325e-7,0.0743374302983284,-0.01723340153694153,-0.0026960677932947874;-0.040418997406959534,0.000001761153839652252,-0.00011391380394343287,0.00009576408774591982
;-87.63800048828125;-4.713622274721274e-7,-2.6093038840713234e-8,0.00007537684723502025,-0.01945723406970501;2.8859978296047473e-10,-0.00000370635621038673,0.00007836127770133317,0.005410708487033844;2.733184771841479e-7,0.0743374302983284,-0.017233403399586678,-0.002696066163480282;-0.040416471660137177,0.0000017606053006602451,-0.00011391609587008134,0.00009653360757511109
;-87.63800811767578;-4.713632222319575e-7,-2.6093093907775256e-8,0.00007537499914178625,-0.019457237794995308;2.886002548052602e-10,-0.0000037062031879031565,0.00007830483809811994,0.00540726725012064;2.7314416684021126e-7,0.0743374228477478,-0.017233405262231827,-0.002696062671020627;-0.04041390120983124,0.0000017594956034372444,-0.00011391826410545036,0.00009559155296301469
;-87.63802337646484;-4.7136421699178754e-7,-2.6093150751194116e-8,0.00007537316560046747,-0.019457239657640457;2.886007821611969e-10,-0.0000037060476643091533,0.0000782733695814386,0.005405547097325325;2.7305677008371276e-7,0.0743374451994896,-0.017233407124876976,-0.002696059178560972;-0.04041135683655739,0.0000017589463823242113,-0.00011392053420422599,0.00009640204370953143
;-87.63803100585938;-4.7136535386016476e-7,-2.6093209370969817e-8,0.0000753713320591487,-0.019457243382930756;2.886011984948311e-10,-0.0000037058953239466064,0.00007821695180609822,0.005402105860412121;2.728824597397761e-7,0.0743374153971672,-0.017233410850167274,-0.002696055918931961;-0.04040883481502533,0.0000017578367987880483,-0.00011392265878384933,0.00009538952144794166
;-87.63804626464844;-4.713664338851231e-7,-2.6093266214388677e-8,0.00007536949851782992,-0.019457245245575905;2.8860175360634344e-10,-0.0000037057395729789278,0.00007818551966920495,0.005400384310632944;2.7279540404379077e-7,0.07433740794658661,-0.017233410850167274,-0.002696053823456168;-0.040406256914138794,0.0000017572881461092038,-0.00011392494343454018,0.00009620560012990609
;-87.63805389404297;-4.713674286449532e-7,-2.6093324834164378e-8,0.00007536765770055354,-0.019457247108221054;2.8860228096228013e-10,-0.0000037055870052427053,0.00007812909461790696,0.0053969440050423145;2.7262115054327296e-7,0.07433737069368362,-0.017233412712812424,-0.0026960493996739388;-0.040403787046670914,0.0000017561785625730408,-0.00011392712622182444,0.00009513845725450665
;-87.63806915283203;-4.713684518264927e-7,-2.609337812486956e-8,0.00007536581688327715,-0.019457248970866203;2.8860283607379245e-10,-0.000003705431481648702,0.00007809765520505607,0.005395222920924425;2.7253392431703105e-7,0.07433737069368362,-0.017233412712812424,-0.002696047769859433;-0.04040123522281647,0.0000017556299098941963,-0.00011392935266485438,0.00009593590220902115
;-87.63807678222656;-4.7136953185145103e-7,-2.60934385210021e-8,0.00007536398334195837,-0.019457252696156502;2.886032801630023e-10,-0.0000037052789139124798,0.00007804125925758854,0.005391781684011221;2.7235947186454723e-7,0.07433740049600601,-0.01723341830074787,-0.00269604311324656;-0.040398672223091125,0.000001754520098984358,-0.00011393149907235056,0.00009502210014034063
;-87.6380844116211;-4.713705550329905e-7,-2.60934971407778e-8,0.0000753621498006396,-0.01945725455880165;2.88603807518939e-10,-0.000003705123162944801,0.00007800981984473765,0.005390060134232044;2.722724161685619e-7,0.07433737069368362,-0.01723341830074787,-0.002696041250601411;-0.04039616510272026,0.0000017539713326186757,-0.00011393382010282949,0.0000957450465648435
;-87.63809967041016;-4.7137157821453e-7,-2.609355931326718e-8,0.0000753603017074056,-0.0194572564214468;2.886043903860269e-10,-0.0000037049674119771225,0.00007797836587997153,0.005388340447098017;2.7218516152061056e-7,0.07433737069368362,-0.01723342202603817,-0.0026960407849401236;-0.040393609553575516,0.0000017534227936266689,-0.0001139360829256475,0.00009653875895310193
;-87.63810729980469;-4.7137274350461666e-7,-2.609361793304288e-8,0.00007535847544204444,-0.019457262009382248;2.8860494549753923e-10,-0.0000037048150716145756,0.00007792198448441923,0.005384898278862238;2.720108795983833e-7,0.07433737069368362,-0.01723342388868332,-0.002696034964174032;-0.040391046553850174,0.000001752312755343155,-0.00011393817840144038,0.00009560261241858825
;-87.63812255859375;-4.7137373826444673e-7,-2.609367122374806e-8,0.00007535663462476805,-0.019457262009382248;2.8860547285347593e-10,-0.000003704659320646897,0.00007789055234752595,0.005383178126066923;2.71923823902398e-7,0.07433737069368362,-0.01723342388868332,-0.002696035197004676;-0.04038852080702782,0.0000017517642163511482,-0.00011394046305213124,0.00009637770563131198
;-87.63813018798828;-4.7137470460256736e-7,-2.6093724514453243e-8,0.00007535480835940689,-0.019457263872027397;2.8860586143153455e-10,-0.00000370450698028435,0.00007783417095197365,0.005379736423492432;2.7174954198017076e-7,0.07433733344078064,-0.01723342575132847,-0.0026960286777466536;-0.04038599878549576,0.0000017506544054413098,-0.00011394263856345788,0.00009536273137200624
;-87.63814544677734;-4.713757562058163e-7,-2.6093783134228943e-8,0.00007535298209404573,-0.019457265734672546;2.8860641654304686e-10,-0.000003704351456690347,0.00007780274609103799,0.005378015339374542;2.7166214522367227e-7,0.07433734089136124,-0.017233429476618767,-0.0026960282120853662;-0.0403834693133831,0.0000017501054117019521,-0.0001139449086622335,0.0000961378391366452
;-87.63815307617188;-4.713768930741935e-7,-2.6093845306718322e-8,0.00007535114855272695,-0.019457271322607994;2.886069716545592e-10,-0.000003704198661580449,0.00007774640107527375,0.005374574102461338;2.7148786330144503e-7,0.07433732599020004,-0.017233431339263916,-0.002696022391319275;-0.04038093611598015,0.0000017489957144789514,-0.00011394699686206877,0.00009516070713289082
;-87.63816833496094;-4.71377916255733e-7,-2.6093898597423504e-8,0.00007534932956332341,-0.019457271322607994;2.8860747125492026e-10,-0.0000037040433653601212,0.00007771499804221094,0.005372853484004736;2.714008076054597e-7,0.07433732599020004,-0.017233431339263916,-0.0026960221584886312;-0.040378447622060776,0.0000017484468344264315,-0.00011394927423680201,0.00009589111868990585
;-87.63817596435547;-4.7137891101556306e-7,-2.6093955440842365e-8,0.00007534750329796225,-0.019457275047898293;2.886079430997057e-10,-0.000003703890797623899,0.00007765866757836193,0.005369412247091532;2.7122652568323247e-7,0.07433732599020004,-0.017233435064554214,-0.0026960161048918962;-0.04037591069936752,0.000001747337023516593,-0.00011395143519621342,0.00009492486424278468
;-87.63818359375;-4.713798773536837e-7,-2.6094008731547547e-8,0.00007534567703260109,-0.019457276910543442;2.886084427000668e-10,-0.0000037037352740298957,0.00007762727182125673,0.005367691162973642;2.711392710352811e-7,0.07433731108903885,-0.017233435064554214,-0.0026960158720612526;-0.040373362600803375,0.000001746788143464073,-0.00011395364708732814,0.00009570742258802056
;-87.63819885253906;-4.713810142220609e-7,-2.6094065574966407e-8,0.00007534385076723993,-0.01945728063583374;2.8860902556715473e-10,-0.000003703579977809568,0.00007759589061606675,0.005365970078855753;2.710522153392958e-7,0.07433731108903885,-0.017233435064554214,-0.0026960165705531836;-0.040370874106884,0.0000017462391497247154,-0.00011395592446206138,0.00009643626981414855
;-87.6382064819336;-4.7138209424701927e-7,-2.6094131300169465e-8,0.00007534202450187877,-0.01945728063583374;2.886094696563646e-10,-0.000003703427637447021,0.0000775395892560482,0.005362529307603836;2.70877762886812e-7,0.07433732599020004,-0.017233440652489662,-0.0026960105169564486;-0.04036836326122284,0.0000017451294525017147,-0.00011395808542147279,0.00009545481589157134
;-87.63822174072266;-4.7138311742855876e-7,-2.6094188143588326e-8,0.00007534019096056,-0.01945728249847889;2.8861013579017936e-10,-0.0000037032718864793424,0.00007750820077490062,0.005360808223485947;2.7079053666057007e-7,0.07433734089136124,-0.01723344251513481,-0.002696009585633874;-0.0403657890856266,0.0000017445805724491947,-0.00011396035552024841,0.00009628766565583646
;-87.63822937011719;-4.713841690318077e-7,-2.6094244987007187e-8,0.00007533837197115645,-0.019457286223769188;2.886105521238136e-10,-0.00000370311931874312,0.00007745193579467013,0.005357366520911455;2.7061628316005226e-7,0.07433731853961945,-0.01723344251513481,-0.0026960037648677826;-0.04036332294344902,0.0000017434706478525186,-0.00011396245827199891,0.00009523201151750982
;-87.63824462890625;-4.713851922133472e-7,-2.6094300054069208e-8,0.00007533653842983767,-0.019457289949059486;2.886110794797503e-10,-0.0000037029640225227922,0.00007742056186543778,0.005355645436793566;2.7052922746406693e-7,0.07433731853961945,-0.01723344624042511,-0.002696001436561346;-0.040360771119594574,0.000001742921995173674,-0.00011396475019864738,0.0000960279066930525
;-87.63825225830078;-4.7138635750343383e-7,-2.609435867384491e-8,0.00007533471944043413,-0.019457291811704636;2.88611606835687e-10,-0.0000037028112274128944,0.00007736430416116491,0.0053522041998803616;2.7035491712013027e-7,0.07433731853961945,-0.01723344624042511,-0.0026959972456097603;-0.040358249098062515,0.0000017418119568901602,-0.00011396689660614356,0.00009505048365099356
;-87.63825988769531;-4.7138740910668275e-7,-2.6094422622691127e-8,0.00007533289317507297,-0.019457293674349785;2.8861210643604807e-10,-0.0000037026559311925666,0.00007733293750789016,0.005350484047085047;2.702675203636318e-7,0.07433728873729706,-0.01723344996571541,-0.0026959951501339674;-0.04035571962594986,0.0000017412629631508025,-0.00011396911577321589,0.00009578834578860551
;-87.63827514648438;-4.7138843228822225e-7,-2.6094477689753148e-8,0.0000753310596337542,-0.019457295536994934;2.8861277256986284e-10,-0.0000037025004075985635,0.00007730157813057303,0.00534876249730587;2.701804930893559e-7,0.07433728873729706,-0.01723344996571541,-0.002695994218811393;-0.04035324230790138,0.0000017407141967851203,-0.00011397135676816106,0.00009651129221310839
;-87.6382827758789;-4.713895975783089e-7,-2.6094545191313046e-8,0.00007532924064435065,-0.019457299262285233;2.8861329992579954e-10,-0.0000037023476124886656,0.0000772453349782154,0.005345321726053953;2.700061827454192e-7,0.07433728873729706,-0.017233453691005707,-0.0026959883980453014;-0.04035064950585365,0.0000017396041585016064,-0.00011397353955544531,0.00009560464968672022
;-87.63829803466797;-4.7139056391642953e-7,-2.6094598482018228e-8,0.00007532741437898949,-0.019457301124930382;2.88613771770585e-10,-0.000003702192316268338,0.00007721398287685588,0.005343600641936064;2.699189565191773e-7,0.07433730363845825,-0.017233453691005707,-0.002695987466722727;-0.04034819081425667,0.0000017390549373885733,-0.0001139757878263481,0.0000963201600825414
;-87.6383056640625;-4.713917292065162e-7,-2.6094662430864446e-8,0.00007532559538958594,-0.01945730298757553;2.886143268820973e-10,-0.0000037020397485321155,0.00007715775427641347,0.005340159870684147;2.6974467459695006e-7,0.07433726638555527,-0.017233457416296005,-0.0026959823444485664;-0.040345653891563416,0.0000017379448991050594,-0.00011397785419831052,0.00009532038529869169
;-87.63832092285156;-4.7139272396634624e-7,-2.6094715721569628e-8,0.0000753237764001824,-0.01945730485022068;2.886148264824584e-10,-0.0000037018842249381123,0.00007712643127888441,0.00533843832090497;2.6965764732267417e-7,0.07433726638555527,-0.017233457416296005,-0.0026959816459566355;-0.04034315422177315,0.0000017373961327393772,-0.00011398013157304376,0.00009606570529285818
;-87.6383285522461;-4.713939745215612e-7,-2.6094779670415846e-8,0.00007532197196269408,-0.019457310438156128;2.8861546486069756e-10,-0.0000037017318845755653,0.00007707019540248439,0.005334996618330479;2.694831664484809e-7,0.07433724403381348,-0.017233459278941154,-0.0026959762908518314;-0.04034062474966049,0.0000017362860944558633,-0.00011398227070458233,0.00009506624337518588
;-87.63833618164062;-4.7139499770310067e-7,-2.6094838290191547e-8,0.00007532015297329053,-0.019457310438156128;2.8861599221663425e-10,-0.0000037015765883552376,0.00007703890150878578,0.005333275534212589;2.69395940222239e-7,0.07433724403381348,-0.017233461141586304,-0.002695975825190544;-0.04033811017870903,0.0000017357372144033434,-0.00011398454807931557,0.0000958320451900363
;-87.63835144042969;-4.713960493063496e-7,-2.6094895133610407e-8,0.00007531832670792937,-0.019457312300801277;2.8861651957257095e-10,-0.00000370142129213491,0.00007700757123529911,0.0053315553814172745;2.693088845262537e-7,0.07433725893497467,-0.017233461141586304,-0.0026959755923599005;-0.04033558815717697,0.0000017351882206639857,-0.00011398674541851506,0.00009661088552093133
;-87.63835906982422;-4.713971577530174e-7,-2.6094960858813465e-8,0.00007531651499448344,-0.019457314163446426;2.8861707468408326e-10,-0.0000037012687243986875,0.00007695137901464477,0.005328112747520208;2.6913463102573587e-7,0.07433725148439407,-0.017233464866876602,-0.0026959700044244528;-0.040333107113838196,0.0000017340782960673096,-0.00011398889910196885,0.00009557915473124012
