voltage;ICaL,ICaNa,IpCa,ICab;ICaK,IKs,IKr,IK1;IKb,INaK,INab,INa;INaCa,Ito,INalate,NA,NA
;37.07773208618164;-0.7985389232635498,-0.17145995795726776,0.00022774009266868234,-0.0005396705237217247;0.2559829354286194,0.0994371548295021,0.29957661032676697,0.00009161823254544288;0.28978732228279114,0.14960318803787231,-0.0018425134476274252,-0.09560719132423401;0.07394242286682129,0.06098233908414841,-0.09560719132423401,0.16164301335811615
;37.06489944458008;-0.7979349493980408,-0.17128293216228485,0.00022770906798541546,-0.000540043693035841;0.25556302070617676,0.09950913488864899,0.2996767461299896,0.00009173268335871398;0.2897118031978607,0.149591863155365,-0.001843292498961091,-0.09560193866491318;0.07379328459501266,0.06079184636473656,-0.09560193866491318,0.16175398230552673
;37.05205535888672;-0.7973320484161377,-0.1711062341928482,0.0002276780578540638,-0.0005404175608418882;0.25514376163482666,0.0995810478925705,0.29977694153785706,0.00009184738883050159;0.2896362245082855,0.14958064258098602,-0.001844072830863297,-0.09559665620326996;0.07364284247159958,0.060601942241191864,-0.09559665620326996,0.1618635058403015
;37.03920364379883;-0.7967302799224854,-0.17092981934547424,0.00022764704772271216,-0.0005407917778939009;0.25472527742385864,0.09965285658836365,0.29987725615501404,0.00009196233440889046;0.28956055641174316,0.14956937730312347,-0.001844853744842112,-0.09559142589569092;0.07349289953708649,0.06041267514228821,-0.09559142589569092,0.16197334229946136
;37.026344299316406;-0.7961298227310181,-0.17075364291667938,0.00022761600848753005,-0.0005411666352301836;0.2543075382709503,0.09972461313009262,0.2999776005744934,0.0000920773163670674;0.28948482871055603,0.14955812692642212,-0.0018456352408975363,-0.09558619558811188;0.07334323227405548,0.06022400036454201,-0.09558619558811188,0.16208317875862122
;37.01347351074219;-0.7955301403999329,-0.17057782411575317,0.0002275849983561784,-0.00054154172539711;0.25389066338539124,0.09979627281427383,0.3000781238079071,0.00009219253115588799;0.2894091010093689,0.14954686164855957,-0.0018464173190295696,-0.09558096528053284;0.07319238781929016,0.060035936534404755,-0.09558096528053284,0.1621922105550766
;37.00059509277344;-0.7949315309524536,-0.1704021841287613,0.00022755397367291152,-0.0005419175140559673;0.2534743547439575,0.09986785799264908,0.3001787066459656,0.00009230815339833498;0.2893332540988922,0.14953553676605225,-0.001847200095653534,-0.0955757424235344;0.07304194569587708,0.05984846130013466,-0.0955757424235344,0.1623014211654663
;36.987709045410156;-0.7943339347839355,-0.17022687196731567,0.00022752296354155988,-0.000542293768376112;0.2530587613582611,0.09993938356637955,0.30027931928634644,0.00009242389933206141;0.28925737738609314,0.14952430129051208,-0.0018479839200153947,-0.09557054936885834;0.07289260625839233,0.05966159701347351,-0.09557054936885834,0.16241173446178436
;36.97481155395508;-0.7937374711036682,-0.17005181312561035,0.00022749196796212345,-0.000542670430149883;0.25264400243759155,0.10001080483198166,0.30038002133369446,0.00009253978350898251;0.2891814112663269,0.14951300621032715,-0.0018487682100385427,-0.09556534886360168;0.0727415457367897,0.05947532877326012,-0.09556534886360168,0.16252009570598602
;36.96190643310547;-0.7931419014930725,-0.1698770374059677,0.0002274609578307718,-0.0005430476157926023;0.2522299289703369,0.100082166492939,0.30048081278800964,0.00009265616972697899;0.2891053855419159,0.14950166642665863,-0.0018495533149689436,-0.09556017816066742;0.07259152829647064,0.059289682656526566,-0.09556017816066742,0.16262957453727722
;36.94899368286133;-0.7925475835800171,-0.16970252990722656,0.0002274299768032506,-0.0005434253253042698;0.2518165707588196,0.10015346854925156,0.3005816638469696,0.0000927725704968907;0.2890293002128601,0.1494903862476349,-0.0018503388855606318,-0.09555501490831375;0.07244141399860382,0.059104617685079575,-0.09555501490831375,0.16273877024650574
;36.93606948852539;-0.7919541597366333,-0.1695283204317093,0.00022739896667189896,-0.0005438033840619028;0.2514040470123291,0.10022465884685516,0.3006826341152191,0.00009288924775319174;0.28895318508148193,0.1494790017604828,-0.0018511252710595727,-0.09554983675479889;0.07228899747133255,0.058920130133628845,-0.09554983675479889,0.16284571588039398
;36.92313766479492;-0.7913618087768555,-0.16935433447360992,0.00022736798564437777,-0.0005441820248961449;0.25099214911460876,0.10029579699039459,0.300783634185791,0.00009300617239205167;0.2888769507408142,0.14946769177913666,-0.0018519123550504446,-0.0955447107553482;0.07213947176933289,0.05873623490333557,-0.0955447107553482,0.16295543313026428
;36.91019821166992;-0.7907704710960388,-0.16918063163757324,0.00022733700461685658,-0.0005445611313916743;0.25058096647262573,0.10036682337522507,0.30088475346565247,0.00009312324982602149;0.2888006865978241,0.14945638179779053,-0.0018527002539485693,-0.09553956985473633;0.07198859006166458,0.058552954345941544,-0.09553956985473633,0.16306371986865997
;36.897247314453125;-0.7901799082756042,-0.16900721192359924,0.0002273060381412506,-0.0005449405871331692;0.2501705586910248,0.10043778270483017,0.3009859621524811,0.00009324058191850781;0.288724422454834,0.14944502711296082,-0.0018534887349233031,-0.09553444385528564;0.07183640450239182,0.05837026238441467,-0.09553444385528564,0.16317106783390045
;36.8842887878418;-0.7895906567573547,-0.16883406043052673,0.00022727502800989896,-0.0005453206831589341;0.24976088106632233,0.10050865262746811,0.30108729004859924,0.00009335816866951063;0.28864800930023193,0.1494337022304535,-0.0018542776815593243,-0.09552931040525436;0.07168640196323395,0.05818813666701317,-0.09552931040525436,0.16328005492687225
;36.87132263183594;-0.7890025973320007,-0.1686611920595169,0.00022724407608620822,-0.0005457013030536473;0.24935191869735718,0.10057945549488068,0.3011886477470398,0.00009347591549158096;0.2885715663433075,0.1494223028421402,-0.0018550676759332418,-0.09552421420812607;0.0715349093079567,0.05800659582018852,-0.09552421420812607,0.16338735818862915
;36.85834884643555;-0.7884154319763184,-0.16848862171173096,0.00022721309505868703,-0.0005460823304019868;0.24894371628761292,0.10065016150474548,0.3012900948524475,0.00009359390969621018;0.28849509358406067,0.14941097795963287,-0.0018558583687990904,-0.09551912546157837;0.07138325273990631,0.05782564356923103,-0.09551912546157837,0.16349458694458008
;36.84536361694336;-0.7878290414810181,-0.16831625998020172,0.00022718212858308107,-0.0005464637069962919;0.24853616952896118,0.1007208302617073,0.3013916015625,0.00009371218766318634;0.2884185314178467,0.149399533867836,-0.0018566491780802608,-0.09551404416561127;0.07123290747404099,0.0576452910900116,-0.09551404416561127,0.16360332071781158
;36.83237075805664;-0.7872439622879028,-0.16814419627189636,0.00022715114755555987,-0.0005468457820825279;0.24812941253185272,0.10079138725996017,0.30149319767951965,0.00009383058932144195;0.2883419394493103,0.14938819408416748,-0.0018574411515146494,-0.09550898522138596;0.07108118385076523,0.05746549367904663,-0.09550898522138596,0.1637103259563446
;36.81937026977539;-0.786659836769104,-0.16797243058681488,0.00022712021018378437,-0.0005472282064147294;0.2477233111858368,0.10086189210414886,0.30159494280815125,0.00009394939843332395;0.2882652282714844,0.14937685430049896,-0.0018582339398562908,-0.09550391882658005;0.07092972099781036,0.05728627368807793,-0.09550391882658005,0.1638175994157791
;36.806358337402344;-0.786076545715332,-0.16780085861682892,0.00022708928736392409,-0.0005476110964082181;0.24731795489788055,0.1009322926402092,0.3016967177391052,0.00009406832396052778;0.28818851709365845,0.14936554431915283,-0.001859026844613254,-0.09549885243177414;0.07077834010124207,0.057107631117105484,-0.09549885243177414,0.16392526030540466
;36.793338775634766;-0.785494327545166,-0.16762956976890564,0.00022705827723257244,-0.0005479945684783161;0.24691322445869446,0.10100261121988297,0.30179858207702637,0.00009418754780199379;0.28811171650886536,0.14935407042503357,-0.0018598209135234356,-0.09549383074045181;0.0706264078617096,0.0569295808672905,-0.09549383074045181,0.16403187811374664
;36.780311584472656;-0.7849132418632507,-0.16745856404304504,0.00022702733986079693,-0.0005483785644173622;0.2465093582868576,0.10107286274433136,0.30190056562423706,0.00009430689533473924;0.2880348265171051,0.14934265613555908,-0.0018606155645102262,-0.09548880904912949;0.07047449797391891,0.056752078235149384,-0.09548880904912949,0.1641385853290558
;36.767276763916016;-0.7843331694602966,-0.16728787124156952,0.00022699641704093665,-0.0005487629678100348;0.2461061328649521,0.10114302486181259,0.30200254917144775,0.00009442639566259459;0.28795796632766724,0.14933128654956818,-0.0018614113796502352,-0.09548377990722656;0.07032321393489838,0.05657515302300453,-0.09548377990722656,0.16424573957920074
;36.75423049926758;-0.7837541103363037,-0.1671174019575119,0.0002269654651172459,-0.0005491478368639946;0.24570368230342865,0.10121310502290726,0.3021046221256256,0.00009454641258344054;0.2878809869289398,0.14931990206241608,-0.0018622068455442786,-0.09547875821590424;0.07017136365175247,0.05639880523085594,-0.09547875821590424,0.16435231268405914
;36.74117660522461;-0.783176064491272,-0.16694720089435577,0.0002269345277454704,-0.0005495332297869027;0.24530185759067535,0.10128311812877655,0.302206814289093,0.00009466645133215934;0.2878039479255676,0.14930841326713562,-0.0018630039412528276,-0.0954737663269043;0.07001865655183792,0.05622299760580063,-0.0954737663269043,0.16445781290531158
;36.72811508178711;-0.7825989723205566,-0.16677726805210114,0.00022690357582177967,-0.0005499190301634371;0.24490082263946533,0.10135307163000107,0.3023090362548828,0.00009478675201535225;0.28772684931755066,0.14929698407649994,-0.0018638011533766985,-0.09546878933906555;0.06986769288778305,0.05604777857661247,-0.09546878933906555,0.16456520557403564
;36.71504211425781;-0.7820227742195129,-0.1666075885295868,0.00022687268210574985,-0.0005503052962012589;0.24450045824050903,0.10142295062541962,0.30241137742996216,0.00009490731463301927;0.2876497209072113,0.14928559958934784,-0.0018645991804078221,-0.0954638123512268;0.06971543282270432,0.05587311089038849,-0.0954638123512268,0.1646713763475418
;36.701961517333984;-0.7814479470252991,-0.16643819212913513,0.00022684174473397434,-0.0005506923189386725;0.24410079419612885,0.10149271786212921,0.30251383781433105,0.00009502816101303324;0.2875724732875824,0.14927417039871216,-0.0018653979059308767,-0.09545884281396866;0.06956269592046738,0.05569899082183838,-0.09545884281396866,0.1647765040397644
;36.688873291015625;-0.7808738350868225,-0.16626904904842377,0.00022681083646602929,-0.0005510795745067298;0.24370184540748596,0.10156242549419403,0.30261632800102234,0.00009514916018815711;0.2874952256679535,0.14926272630691528,-0.0018661976791918278,-0.09545388072729111;0.06941084563732147,0.05552544817328453,-0.09545388072729111,0.1648828089237213
;36.675777435302734;-0.7803006172180176,-0.1661001294851303,0.00022677992819808424,-0.0005514674121513963;0.24330350756645203,0.10163205862045288,0.3027189075946808,0.00009527041402179748;0.2874179184436798,0.14925123751163483,-0.0018669975688681006,-0.09544894844293594;0.06925871223211288,0.05535244941711426,-0.09544894844293594,0.1649886667728424
;36.66267013549805;-0.7797284722328186,-0.16593150794506073,0.0002267489762743935,-0.0005518556572496891;0.24290598928928375,0.10170160979032516,0.3028215765953064,0.00009539184247842059;0.2873404920101166,0.14923979341983795,-0.00186779850628227,-0.09544401615858078;0.0691058561205864,0.055180005729198456,-0.09544401615858078,0.1650938242673874
;36.64955520629883;-0.779157280921936,-0.16576313972473145,0.00022671806800644845,-0.0005522444844245911;0.242509126663208,0.10177110880613327,0.30292433500289917,0.00009551352559356019;0.28726303577423096,0.14922824501991272,-0.0018686000257730484,-0.09543908387422562;0.06895329803228378,0.055008139461278915,-0.09543908387422562,0.1651991903781891
;36.63643264770508;-0.7785871028900146,-0.16559500992298126,0.00022668720339424908,-0.0005526338354684412;0.2421129047870636,0.10184048861265182,0.3030272126197815,0.00009563560888636857;0.28718554973602295,0.14921684563159943,-0.0018694023601710796,-0.09543415904045105;0.06880068778991699,0.05483679100871086,-0.09543415904045105,0.16530446708202362
;36.6233024597168;-0.7780178189277649,-0.16542713344097137,0.0002266562805743888,-0.0005530235939659178;0.24171745777130127,0.1019098162651062,0.3031300902366638,0.0000957577140070498;0.2871079444885254,0.1492053121328354,-0.00187020527664572,-0.09542925655841827;0.06864817440509796,0.05466601997613907,-0.09542925655841827,0.16540977358818054
;36.61016082763672;-0.7774497270584106,-0.16525956988334656,0.00022662538685835898,-0.0005534138763323426;0.24132271111011505,0.10197906941175461,0.3032331168651581,0.00009588010289007798;0.28703033924102783,0.1491938829421997,-0.0018710088916122913,-0.0954243540763855;0.06849535554647446,0.05449577048420906,-0.0954243540763855,0.16551461815834045
;36.59701156616211;-0.7768821716308594,-0.16509224474430084,0.00022659450769424438,-0.000553804449737072;0.24092860519886017,0.10204821079969406,0.30333617329597473,0.00009600289195077494;0.2869526743888855,0.14918237924575806,-0.0018718133214861155,-0.09541948139667511;0.06834250688552856,0.05432608723640442,-0.09541948139667511,0.16561970114707947
;36.58385467529297;-0.7763161063194275,-0.16492514312267303,0.00022656361397821456,-0.0005541958380490541;0.2405352145433426,0.10211729258298874,0.3034393787384033,0.0000961256810114719;0.286874920129776,0.1491709202528,-0.0018726183334365487,-0.09541460871696472;0.06818966567516327,0.05415692180395126,-0.09541460871696472,0.1657242774963379
;36.5706901550293;-0.7757505178451538,-0.16475826501846313,0.00022653273481409997,-0.00055458745919168;0.24014243483543396,0.10218630731105804,0.3035426437854767,0.00009624891390558332;0.28679710626602173,0.14915937185287476,-0.001873423927463591,-0.09540973603725433;0.06803666055202484,0.053988318890333176,-0.09540973603725433,0.16582909226417542
;36.557518005371094;-0.7751862406730652,-0.1645917147397995,0.00022650182654615492,-0.0005549797206185758;0.23975048959255219,0.10225522518157959,0.30364590883255005,0.00009637214679969475;0.28671926259994507,0.14914795756340027,-0.0018742301035672426,-0.09540487825870514;0.06788329780101776,0.05382026359438896,-0.09540487825870514,0.1659332513809204
;36.544334411621094;-0.7746228575706482,-0.16442543268203735,0.00022647096193395555,-0.0005553722148761153;0.23935924470424652,0.10232408344745636,0.3037493824958801,0.00009649578714743257;0.28664135932922363,0.14913633465766907,-0.001875036978162825,-0.09540003538131714;0.06773048639297485,0.05365272983908653,-0.09540003538131714,0.16603782773017883
;36.53114318847656;-0.7740607261657715,-0.1642594039440155,0.00022644009732175618,-0.0005557654658332467;0.2389686107635498,0.10239286720752716,0.3038528263568878,0.00009661971125751734;0.28656336665153503,0.14912475645542145,-0.0018758446676656604,-0.09539520740509033;0.0675768107175827,0.053485751152038574,-0.09539520740509033,0.16614103317260742
;36.5179443359375;-0.7734991908073425,-0.16409355401992798,0.0002264092181576416,-0.0005561591824516654;0.238578662276268,0.1024615690112114,0.3039563298225403,0.00009674365719547495;0.28648531436920166,0.14911329746246338,-0.0018766530556604266,-0.09539036452770233;0.06742451339960098,0.0533192977309227,-0.09539036452770233,0.16624625027179718
;36.504737854003906;-0.7729385495185852,-0.16392800211906433,0.00022637835354544222,-0.0005565533065237105;0.23818941414356232,0.10253018140792847,0.3040599524974823,0.00009686799603514373;0.2864072620868683,0.14910177886486053,-0.001877462025731802,-0.09538555145263672;0.0672706589102745,0.05315336957573891,-0.09538555145263672,0.16634978353977203
;36.491519927978516;-0.7723787426948547,-0.1637626439332962,0.00022634751803707331,-0.0005569478962570429;0.23780079185962677,0.10259870439767838,0.30416369438171387,0.00009699250949779525;0.28632909059524536,0.14909018576145172,-0.0018782716942951083,-0.0953807458281517;0.06711724400520325,0.05298798531293869,-0.0953807458281517,0.16645367443561554
;36.478294372558594;-0.7718200087547302,-0.16359759867191315,0.00022631663887295872,-0.0005573430098593235;0.23741285502910614,0.10266716033220291,0.30426743626594543,0.00009711740131024271;0.28625085949897766,0.14907865226268768,-0.0018790822941809893,-0.09537597000598907;0.06696464866399765,0.052823133766651154,-0.09537597000598907,0.16655823588371277
;36.46506118774414;-0.771262526512146,-0.1634327918291092,0.00022628578881267458,-0.0005577387055382133;0.237025648355484,0.10273554921150208,0.30437135696411133,0.00009724248229758814;0.2861725986003876,0.14906711876392365,-0.0018798933597281575,-0.09537116438150406;0.0668102577328682,0.0526588074862957,-0.09537116438150406,0.16666080057621002
;36.451820373535156;-0.7707056999206543,-0.16326823830604553,0.0002262549678562209,-0.0005581349250860512;0.23663906753063202,0.10280385613441467,0.304475337266922,0.00009736768697621301;0.2860942780971527,0.1490555703639984,-0.0018807054730132222,-0.09536638855934143;0.06665642559528351,0.05249499902129173,-0.09536638855934143,0.16676394641399384
;36.43857192993164;-0.7701495289802551,-0.16310390830039978,0.000226224132347852,-0.0005585313774645329;0.23625314235687256,0.1028720960021019,0.30457934737205505,0.00009749306627782062;0.28601592779159546,0.14904391765594482,-0.0018815179355442524,-0.0953616127371788;0.06650309264659882,0.05233170837163925,-0.0953616127371788,0.16686785221099854
;36.42531204223633;-0.7695944905281067,-0.16293977200984955,0.00022619326773565263,-0.0005589284119196236;0.2358679324388504,0.10294025391340256,0.30468350648880005,0.00009761897672433406;0.28593745827674866,0.14903247356414795,-0.0018823305144906044,-0.09535685926675797;0.06634820997714996,0.05216898024082184,-0.09535685926675797,0.16697023808956146
;36.412044525146484;-0.769040584564209,-0.16277597844600677,0.00022616243222728372,-0.0005593261448666453;0.23548339307308197,0.10300835222005844,0.3047877252101898,0.00009774491627467796;0.2858589291572571,0.14902080595493317,-0.0018831448396667838,-0.09535212069749832;0.0661950334906578,0.05200674384832382,-0.09535212069749832,0.16707374155521393
;36.39876937866211;-0.7684875726699829,-0.16261237859725952,0.00022613162582274526,-0.0005597242852672935;0.23509949445724487,0.10307633876800537,0.304891973733902,0.00009787113958736882;0.2857803702354431,0.14900913834571838,-0.0018839591648429632,-0.09534736722707748;0.06604029983282089,0.05184502899646759,-0.09534736722707748,0.16717566549777985
;36.3854866027832;-0.7679352164268494,-0.16244903206825256,0.00022610080486629158,-0.000560122833121568;0.2347162812948227,0.10314427316188812,0.3049963116645813,0.00009799752297112718;0.2857017517089844,0.1489976942539215,-0.0018847741885110736,-0.09534264355897903;0.06588692963123322,0.051683831959962845,-0.09534264355897903,0.1672794371843338
;36.3721923828125;-0.7673840522766113,-0.1622859388589859,0.00022606995480600744,-0.0005605219048447907;0.23433375358581543,0.10321211814880371,0.30510082840919495,0.00009812430653255433;0.28562310338020325,0.1489860564470291,-0.0018855900270864367,-0.09533790498971939;0.06573327630758286,0.05152314901351929,-0.09533790498971939,0.16738247871398926
;36.358890533447266;-0.7668339014053345,-0.16212314367294312,0.000226039148401469,-0.0005609215004369617;0.23395191133022308,0.10327988862991333,0.3052053153514862,0.00009825125016504899;0.28554436564445496,0.14897440373897552,-0.0018864069133996964,-0.09533321857452393;0.06557881087064743,0.05136300250887871,-0.09533321857452393,0.16748440265655518
;36.3455810546875;-0.7662845849990845,-0.16196057200431824,0.00022600835654884577,-0.0005613215616904199;0.23357073962688446,0.10334756225347519,0.3053099811077118,0.00009837861580308527;0.2854655385017395,0.1489628553390503,-0.0018872242653742433,-0.09532849490642548;0.06542468816041946,0.051203347742557526,-0.09532849490642548,0.16758695244789124
;36.3322639465332;-0.7657361030578613,-0.16179819405078888,0.00022597752104047686,-0.0005617220303975046;0.23319020867347717,0.10341518372297287,0.30541470646858215,0.00009850600326899439;0.28538671135902405,0.14895117282867432,-0.0018880419665947556,-0.09532381594181061;0.06527025997638702,0.05104420706629753,-0.09532381594181061,0.1676889806985855
;36.318939208984375;-0.7651885747909546,-0.161636084318161,0.00022594674373976886,-0.0005621230811811984;0.2328103482723236,0.10348273068666458,0.3055194318294525,0.0000986336890491657;0.28530779480934143,0.1489395648241043,-0.001888860366307199,-0.09531913697719574;0.06511629372835159,0.050885576754808426,-0.09531913697719574,0.16779161989688873
;36.305606842041016;-0.7646418213844299,-0.16147419810295105,0.00022591592278331518,-0.0005625247140415013;0.232431098818779,0.10355021059513092,0.3056242763996124,0.00009876152034848928;0.2852288484573364,0.14892788231372833,-0.0018896799301728606,-0.09531445801258087;0.0649612545967102,0.05072745680809021,-0.09531445801258087,0.16789302229881287
;36.29226303100586;-0.7640958428382874,-0.1613125205039978,0.00022588513093069196,-0.0005629266379401088;0.23205256462097168,0.10361756384372711,0.3057291507720947,0.0000988897736533545;0.28514981269836426,0.14891637861728668,-0.0018904994940385222,-0.0953097939491272;0.06480757147073746,0.05056983605027199,-0.0953097939491272,0.16799603402614594
;36.27891159057617;-0.7635510563850403,-0.16115111112594604,0.00022585433907806873,-0.0005633292021229863;0.23167462646961212,0.10368484258651733,0.30583417415618896,0.00009901820158120245;0.2850707173347473,0.14890466630458832,-0.0018913199892267585,-0.09530513733625412;0.06465218961238861,0.05041273310780525,-0.09530513733625412,0.16809684038162231
;36.26555252075195;-0.7630069851875305,-0.16098996996879578,0.00022582356177736074,-0.0005637321737594903;0.2312973290681839,0.10375203937292099,0.3059392273426056,0.00009914689871948212;0.284991592168808,0.14889296889305115,-0.001892141648568213,-0.09530048817396164;0.06449874490499496,0.05025609955191612,-0.09530048817396164,0.16819964349269867
;36.2521858215332;-0.7624638676643372,-0.16082905232906342,0.00022579275537282228,-0.0005641357856802642;0.2309207022190094,0.10381915420293808,0.30604439973831177,0.00009927589417202398;0.2849123775959015,0.14888133108615875,-0.0018929637735709548,-0.09529586136341095;0.06434305012226105,0.05009999871253967,-0.09529586136341095,0.16830015182495117
;36.23881149291992;-0.7619215846061707,-0.16066835820674896,0.00022576199262402952,-0.0005645396886393428;0.230544775724411,0.1038861870765686,0.3061496317386627,0.00009940505697159097;0.2848331332206726,0.14886966347694397,-0.001893786247819662,-0.09529124200344086;0.06418825685977936,0.04994439706206322,-0.09529124200344086,0.16840161383152008
;36.22542953491211;-0.7613803148269653,-0.1605079025030136,0.00022573122987523675,-0.0005649442318826914;0.23016948997974396,0.10395316779613495,0.30625495314598083,0.00009953436529031023;0.28475382924079895,0.1488579511642456,-0.001894609653390944,-0.09528662264347076;0.06403356790542603,0.049789298325777054,-0.09528662264347076,0.16850316524505615
;36.2120361328125;-0.7608397006988525,-0.1603476107120514,0.00022570043802261353,-0.0005653491825796664;0.22979481518268585,0.10402006655931473,0.30636030435562134,0.00009966397192329168;0.2846744954586029,0.1488463133573532,-0.001895433058962226,-0.09528198838233948;0.06387846916913986,0.049634676426649094,-0.09528198838233948,0.16860434412956238
;36.19863510131836;-0.76030033826828,-0.16018767654895782,0.00022566967527382076,-0.0005657547153532505;0.22942084074020386,0.10408686846494675,0.30646586418151855,0.00009979400783777237;0.2845950424671173,0.14883464574813843,-0.0018962578615173697,-0.09527739137411118;0.06372326612472534,0.049480561167001724,-0.09527739137411118,0.16870519518852234
;36.18522644042969;-0.7597616314888,-0.16002796590328217,0.00022563895618077368,-0.0005661607137881219;0.2290475070476532,0.10415362566709518,0.30657142400741577,0.00009992407285608351;0.2845155596733093,0.14882294833660126,-0.0018970833625644445,-0.09527280926704407;0.0635685920715332,0.04932693764567375,-0.09527280926704407,0.16880647838115692
;36.171810150146484;-0.7592239379882812,-0.15986847877502441,0.00022560817888006568,-0.0005665672360919416;0.2286747545003891,0.10422029346227646,0.30667704343795776,0.00010005455987993628;0.28443601727485657,0.1488112360239029,-0.0018979095621034503,-0.09526823461055756;0.06341353058815002,0.04917381331324577,-0.09526823461055756,0.16890722513198853
;36.15838623046875;-0.7586869597434998,-0.15970921516418457,0.00022557743068318814,-0.0005669741658493876;0.2283027321100235,0.10428689420223236,0.3067827820777893,0.00010018520697485656;0.28435641527175903,0.1487995982170105,-0.0018987362273037434,-0.09526364505290985;0.06325782090425491,0.049021165817976,-0.09526364505290985,0.16900764405727386
;36.144954681396484;-0.7581509351730347,-0.15955014526844025,0.0002255466824863106,-0.0005673816776834428;0.22793132066726685,0.1043533906340599,0.3068886399269104,0.00010031615965999663;0.2842767834663391,0.14878779649734497,-0.001899563241750002,-0.09525907784700394;0.06310227513313293,0.04886903241276741,-0.09525907784700394,0.16910798847675323
;36.13151550292969;-0.7576158046722412,-0.1593913435935974,0.00022551596339326352,-0.0005677895969711244;0.22756056487560272,0.10441984236240387,0.3069944679737091,0.00010044727969216183;0.284197062253952,0.14877603948116302,-0.001900391303934157,-0.09525453299283981;0.06294803321361542,0.048717349767684937,-0.09525453299283981,0.1692095249891281
;36.118064880371094;-0.7570813894271851,-0.15923278033733368,0.0002254852297483012,-0.0005681980401277542;0.22719044983386993,0.10448618233203888,0.30710044503211975,0.00010057869803858921;0.28411731123924255,0.14876441657543182,-0.0019012200646102428,-0.09524998068809509;0.0627921000123024,0.048566173762083054,-0.09524998068809509,0.16930954158306122
;36.10460662841797;-0.7565480470657349,-0.15907450020313263,0.00022545448155142367,-0.0005686070653609931;0.22682097554206848,0.10455247759819031,0.30720651149749756,0.0001007103783194907;0.2840374708175659,0.14875271916389465,-0.0019020497566089034,-0.09524543583393097;0.06263668835163116,0.04841547831892967,-0.09524543583393097,0.1694098860025406
;36.09114074707031;-0.7560157179832458,-0.15891636908054352,0.00022542376245837659,-0.0005690165562555194;0.22645212709903717,0.10461867600679398,0.30731263756752014,0.00010084225505124778;0.2839576005935669,0.1487409621477127,-0.001902879448607564,-0.09524091333150864;0.06248130276799202,0.048265278339385986,-0.09524091333150864,0.16950999200344086
;36.077667236328125;-0.7554841041564941,-0.15875855088233948,0.00022539305791724473,-0.0005694265710189939;0.2260839343070984,0.10468479990959167,0.3074188232421875,0.00010097442282130942;0.2838776707649231,0.14872923493385315,-0.0019037104211747646,-0.0952363908290863;0.06232497841119766,0.04811553657054901,-0.0952363908290863,0.16960909962654114
;36.064186096191406;-0.7549535036087036,-0.15860092639923096,0.00022536232427228242,-0.0005698369932360947;0.22571641206741333,0.1047508716583252,0.3075251281261444,0.0001011067652143538;0.2837976813316345,0.14871752262115479,-0.0019045417429879308,-0.09523187577724457;0.062169529497623444,0.04796629026532173,-0.09523187577724457,0.1697092354297638
;36.050697326660156;-0.7544234395027161,-0.15844351053237915,0.00022533161973115057,-0.0005702479393221438;0.22534945607185364,0.10481684654951096,0.3076314926147461,0.00010123938409378752;0.28371763229370117,0.14870567619800568,-0.0019053738797083497,-0.09522738307714462;0.062013890594244,0.04781751707196236,-0.09522738307714462,0.16980907320976257
;36.037200927734375;-0.7538942098617554,-0.15828631818294525,0.00022530090063810349,-0.0005706592346541584;0.22498321533203125,0.10488274693489075,0.30773791670799255,0.00010137232311535627;0.28363749384880066,0.14869391918182373,-0.0019062062492594123,-0.09522286057472229;0.061857640743255615,0.04766920953989029,-0.09522286057472229,0.1699085235595703
;36.0236930847168;-0.7533661723136902,-0.15812940895557404,0.0002252702252008021,-0.0005710713448934257;0.22461757063865662,0.10494860261678696,0.3078443706035614,0.00010150554589927197;0.28355732560157776,0.14868219196796417,-0.0019070396665483713,-0.09521838277578354;0.06170181930065155,0.047521401196718216,-0.09521838277578354,0.17000797390937805
;36.01017761230469;-0.7528390288352966,-0.15797270834445953,0.000225239506107755,-0.0005714838625863194;0.22425255179405212,0.1050143837928772,0.3079509735107422,0.00010163895785808563;0.28347712755203247,0.14867039024829865,-0.001907874015159905,-0.09521391242742538;0.06154659762978554,0.04737403988838196,-0.09521391242742538,0.170107901096344
;35.99665451049805;-0.7523127794265747,-0.15781621634960175,0.0002252088306704536,-0.0005718969041481614;0.2238881140947342,0.10508003830909729,0.30805760622024536,0.00010177266085520387;0.28339681029319763,0.14865872263908386,-0.0019087085966020823,-0.09520944207906723;0.06138908118009567,0.0472271554172039,-0.09520944207906723,0.1702054738998413
;35.983123779296875;-0.7517868280410767,-0.15765997767448425,0.00022517814068123698,-0.0005723102367483079;0.22352434694766998,0.1051456406712532,0.3081643879413605,0.00010190652392338961;0.2833164930343628,0.14864690601825714,-0.0019095441093668342,-0.09520498663187027;0.061233583837747574,0.047080740332603455,-0.09520498663187027,0.1703055053949356
;35.96958541870117;-0.7512622475624084,-0.15750396251678467,0.00022514746524393559,-0.0005727242678403854;0.2231612503528595,0.10521116852760315,0.30827122926712036,0.00010204070713371038;0.2832361161708832,0.1486351191997528,-0.0019103800877928734,-0.09520051628351212;0.06107763200998306,0.04693480208516121,-0.09520051628351212,0.17040471732616425
